age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
63,-1,301611,11,9,2,-1,0,4,1,0,0,20,38,0
17,3,209650,2,8,4,7,3,4,1,0,0,16,38,0
26,3,50053,9,13,2,3,0,4,1,0,0,55,38,0
46,5,28281,9,13,2,4,0,4,1,0,0,40,38,1
45,3,274657,1,7,2,2,0,4,1,0,0,40,-1,0
50,3,138022,15,10,2,9,0,4,1,0,0,40,38,0
29,3,89813,11,9,2,6,5,4,0,0,0,40,33,0
33,1,248346,7,12,2,2,0,4,1,0,0,50,38,0
51,3,175339,9,13,2,11,0,4,1,0,0,47,38,1
34,0,191342,9,13,2,0,0,1,1,0,0,38,38,0
47,5,106252,9,13,0,11,1,4,0,0,0,50,38,0
21,3,195532,11,9,4,0,4,4,0,0,0,40,38,0
27,1,105830,9,13,4,9,1,4,0,0,0,60,38,0
36,3,135289,9,13,2,2,0,4,1,0,0,48,38,1
46,3,53893,15,10,2,12,0,4,1,0,0,40,38,1
33,3,51471,11,9,2,12,5,4,0,0,1902,40,38,1
21,3,411068,15,10,4,0,3,4,0,0,0,35,38,0
25,3,344804,11,9,2,7,0,4,1,0,0,50,25,0
21,3,197200,15,10,4,6,3,4,1,0,0,40,38,0
31,0,130057,12,14,2,3,0,4,1,7688,0,60,38,1
40,1,105862,9,13,0,9,4,4,0,5455,0,40,38,0
32,3,73585,8,11,2,2,0,4,1,0,0,40,38,0
38,3,190759,1,7,2,2,0,4,1,0,0,40,38,0
27,6,312692,9,13,4,12,1,4,1,0,0,12,38,0
51,3,312477,15,10,2,13,0,4,1,3908,0,40,38,0
50,3,113290,11,9,2,11,5,4,0,0,0,15,38,0
31,3,273324,15,10,4,7,3,4,1,0,1721,16,38,0
28,3,37359,8,11,2,9,0,4,1,99999,0,50,38,1
37,3,126569,12,14,2,3,0,4,1,0,1977,40,38,1
58,3,430005,0,6,2,13,0,4,1,0,0,50,38,1
41,3,173370,9,13,5,11,4,4,0,0,0,30,38,0
23,3,1038553,11,9,4,3,1,2,1,0,0,45,38,0
29,3,107812,11,9,0,2,1,4,1,0,0,40,38,0
17,4,183784,0,6,4,11,3,4,1,0,0,15,38,0
35,3,112271,12,14,2,0,0,4,1,0,0,40,38,0
62,3,218009,11,9,2,13,0,4,1,0,1977,60,38,1
64,5,352712,8,11,2,4,0,4,1,0,0,55,38,0
34,3,290763,11,9,0,5,3,4,0,0,0,40,38,0
47,5,248776,12,14,4,3,1,2,1,0,0,25,38,0
57,5,275943,5,4,2,9,0,4,1,0,0,40,-1,0
40,3,203761,11,9,2,6,0,4,1,0,0,40,38,1
29,5,227890,9,13,4,9,1,2,1,0,0,40,38,0
81,6,132204,3,2,6,7,1,4,0,0,0,20,38,0
36,-1,229533,11,9,2,-1,0,4,1,0,0,40,38,0
33,1,154874,15,10,2,10,0,4,1,0,0,40,38,0
49,3,228583,11,9,0,7,4,4,1,0,0,40,3,0
55,6,153788,15,10,2,0,5,4,0,0,0,37,38,0
41,3,238355,4,3,2,4,0,4,1,0,0,40,25,0
23,3,378546,15,10,4,2,3,4,1,0,0,40,38,0
34,3,420749,11,9,2,2,0,4,1,0,0,30,10,0
55,3,436861,12,14,0,9,1,4,0,14084,0,40,38,1
17,3,721712,0,6,4,7,3,4,1,0,0,15,38,0
19,3,217769,15,10,4,7,3,4,0,0,0,15,38,0
64,-1,169917,5,4,6,-1,1,4,0,0,0,4,38,0
60,-1,153072,11,9,2,-1,0,4,1,0,0,5,38,0
46,1,329752,1,7,2,13,0,4,1,0,0,30,38,0
30,3,115963,5,4,4,6,4,4,1,0,0,42,38,0
48,-1,61985,6,5,5,-1,1,0,0,0,0,20,38,0
32,1,87310,11,9,2,7,0,4,1,0,0,41,38,0
36,3,150601,14,15,2,9,0,4,1,0,0,50,-1,0
47,3,162302,11,9,0,0,4,4,0,0,0,20,38,0
58,3,366324,15,10,2,7,5,4,0,0,0,30,38,0
17,3,214787,2,8,4,0,3,4,0,0,0,25,38,0
62,-1,123612,9,13,2,-1,0,4,1,0,0,4,38,0
44,3,442035,15,10,0,9,1,4,0,0,0,40,38,0
68,3,339168,9,13,2,13,0,4,1,0,0,30,38,0
42,3,341204,7,12,0,9,4,4,0,8614,0,40,38,1
41,6,29324,11,9,0,3,4,4,0,0,0,45,38,0
38,3,304651,11,9,0,13,1,4,1,0,0,60,38,0
30,3,140011,8,11,2,5,0,4,1,0,0,53,38,0
41,-1,128700,11,9,4,-1,3,4,0,0,0,40,38,0
44,3,134120,11,9,2,0,5,4,0,0,0,40,38,1
17,-1,67808,0,6,4,-1,3,4,1,0,0,40,38,0
34,3,113838,15,10,2,11,0,4,1,0,0,45,38,1
44,3,277647,11,9,2,11,0,4,1,0,1902,40,38,1
46,4,192779,14,15,2,9,0,4,1,15024,0,60,38,1
45,3,110171,11,9,4,5,1,4,1,0,0,40,38,0
56,1,238582,15,10,2,2,0,4,1,0,0,41,38,1
25,3,152035,11,9,4,0,4,4,0,0,0,40,38,0
18,3,192409,2,8,4,7,3,4,0,0,0,25,38,0
31,0,210926,11,9,5,5,4,4,0,0,0,40,38,0
39,3,342448,9,13,2,0,0,4,1,0,0,45,38,0
32,1,49325,5,4,2,7,0,4,1,0,0,40,38,0
58,3,186385,10,16,4,9,1,4,1,0,0,8,38,0
47,3,287828,9,13,2,3,5,4,0,0,0,40,38,1
23,3,53513,9,13,4,3,3,4,0,0,0,45,38,0
25,3,232914,9,13,2,0,5,2,0,0,0,38,38,0
23,3,228243,15,10,4,2,1,4,1,0,0,44,38,0
59,3,245196,0,6,2,13,0,2,1,0,0,40,38,1
66,3,117746,9,13,2,11,0,4,1,0,0,50,38,1
20,3,34310,15,10,4,11,3,4,1,0,0,20,38,0
47,6,123219,12,14,2,9,0,4,1,0,0,38,38,1
30,3,117393,11,9,4,11,1,4,0,0,0,40,38,0
46,3,265097,11,9,4,5,2,4,1,0,0,5,38,0
43,3,117915,12,14,4,0,1,4,1,0,0,40,38,0
31,6,55849,15,10,4,2,1,4,1,0,0,40,38,0
40,3,191982,8,11,0,9,4,4,0,0,0,40,38,1
67,-1,192916,11,9,2,-1,0,4,1,3818,0,11,38,0
45,3,377757,6,5,2,13,0,4,1,0,0,40,38,0
36,3,241998,9,13,2,2,0,4,1,0,0,50,38,1
33,6,163110,9,13,4,9,1,4,1,0,0,20,38,0
26,3,31350,1,7,4,4,1,4,1,0,0,50,38,0
37,0,196348,15,10,2,6,0,4,1,0,0,40,38,0
44,1,193882,8,11,4,12,1,4,1,0,1340,40,38,0
23,3,121650,4,3,4,5,4,4,1,0,0,30,38,0
17,3,112291,1,7,4,5,3,4,1,0,0,12,38,0
38,3,252250,1,7,0,6,1,4,1,0,0,65,38,0
62,3,266624,11,9,2,4,0,4,1,6418,0,40,38,1
65,3,255386,11,9,4,2,2,1,1,0,0,40,0,0
54,4,383365,9,13,2,11,0,4,1,0,0,70,38,1
21,3,190761,0,6,2,4,0,4,1,0,0,70,38,0
49,3,80914,4,3,4,6,1,4,1,0,0,45,38,0
31,1,331126,9,13,4,10,3,2,1,0,0,48,38,0
26,3,154604,11,9,0,11,4,4,0,0,0,40,38,0
23,3,218445,4,3,4,8,4,4,0,0,0,12,25,0
40,3,228535,7,12,2,9,0,4,1,7298,0,36,38,1
42,3,66755,5,4,2,2,0,3,1,0,0,40,38,0
48,-1,184682,11,9,4,-1,3,4,0,0,0,18,38,0
36,3,252231,13,1,4,6,1,2,1,0,0,40,32,0
50,-1,222381,15,10,0,-1,4,4,1,0,0,40,38,0
45,0,102569,11,9,2,2,0,4,1,0,0,40,38,1
30,3,261677,6,5,4,5,4,2,1,0,0,40,38,0
34,3,193285,11,9,2,5,0,4,1,0,0,40,38,0
59,3,100453,5,4,5,7,3,2,0,0,0,38,38,0
27,3,401723,11,9,4,0,1,2,0,0,0,40,38,0
19,5,342384,1,7,2,2,3,4,1,0,2129,55,38,0
31,3,247328,6,5,2,6,0,4,1,3137,0,40,25,0
22,1,34029,9,13,4,9,3,4,0,0,0,20,38,0
72,-1,188009,5,4,0,-1,1,4,1,0,0,30,38,0
28,4,204247,9,13,2,9,0,4,1,0,0,50,38,1
49,5,232664,9,13,4,3,3,4,0,0,0,40,38,0
25,3,294400,5,4,2,2,0,4,1,0,0,60,38,0
29,0,106179,15,10,4,9,1,4,0,0,1408,40,38,0
19,3,183041,1,7,4,5,3,4,1,0,0,24,38,0
34,3,107624,15,10,2,2,0,4,1,0,0,50,38,0
51,3,255412,9,13,2,3,0,4,1,0,0,50,9,1
23,3,227594,2,8,4,6,3,4,0,0,0,40,38,0
30,3,255004,7,12,0,11,1,4,1,0,0,52,38,0
32,3,207113,0,6,0,2,4,4,1,0,0,40,38,0
59,5,223131,11,9,0,3,1,4,1,0,0,60,38,0
57,3,250201,11,9,6,13,4,4,1,0,0,50,38,0
41,-1,202822,11,9,5,-1,1,2,0,0,0,32,38,0
57,3,124507,9,13,2,11,0,4,1,0,0,55,38,1
61,3,192237,0,6,0,11,4,4,0,0,0,40,38,0
44,5,274363,11,9,0,11,1,4,1,0,0,50,38,0
21,3,187513,8,11,4,2,4,4,1,0,0,40,38,0
51,3,68882,3,2,6,7,4,4,0,0,0,35,31,0
56,3,155657,5,4,0,6,1,4,0,0,0,20,40,0
44,3,201599,1,7,4,6,4,2,0,0,0,40,38,0
25,3,125159,7,12,2,5,0,2,1,0,0,40,22,0
24,3,433330,11,9,0,6,1,4,1,0,0,40,38,0
25,3,159732,9,13,4,9,1,4,1,0,0,40,38,0
18,3,168740,1,7,4,5,3,4,1,0,0,30,38,0
43,3,91209,9,13,2,3,0,4,1,0,0,40,38,1
33,3,131776,9,13,0,9,4,4,0,914,0,40,10,0
23,3,162551,9,13,4,0,1,1,0,0,0,20,38,0
63,6,216871,15,10,2,0,0,4,1,0,1740,40,38,0
40,3,223277,9,13,2,0,0,4,1,0,0,50,38,1
30,3,154882,14,15,6,7,1,4,1,0,0,35,38,0
50,1,199995,9,13,0,10,1,4,1,0,0,40,38,1
50,1,163921,5,4,2,13,0,4,1,0,0,40,38,0
38,4,206951,11,9,2,3,0,4,1,0,0,65,38,0
49,0,311671,15,10,2,3,0,4,1,0,0,40,38,1
44,3,313022,8,11,2,3,0,2,1,0,0,40,38,1
44,1,290403,8,11,0,10,3,4,0,0,0,40,4,0
50,5,42402,14,15,2,9,0,4,1,0,2415,30,38,1
60,3,205934,11,9,5,7,1,4,0,0,0,25,38,0
37,3,111499,15,10,4,3,1,4,0,0,0,40,38,0
33,3,179509,9,13,2,5,0,4,1,0,0,40,38,0
30,3,154843,11,9,2,6,0,4,1,0,0,40,38,0
30,1,178383,15,10,5,5,1,2,1,0,0,40,38,0
57,3,73411,15,10,2,2,0,4,1,0,0,40,38,1
36,3,183279,11,9,2,2,0,4,1,0,0,40,38,0
40,3,198270,15,10,0,7,1,4,0,0,0,40,38,0
46,3,83082,7,12,4,9,1,4,0,0,0,33,38,0
21,6,184678,15,10,4,0,3,4,0,0,0,35,38,0
18,-1,127388,15,10,4,-1,3,4,0,0,0,40,38,0
25,3,190350,11,9,4,0,4,2,0,0,0,40,38,0
47,3,140664,9,13,0,11,1,4,1,0,0,45,38,0
50,6,229272,11,9,2,2,0,2,1,0,0,40,38,1
34,3,73199,1,7,4,7,3,1,1,0,0,40,29,0
28,3,141957,7,12,2,12,0,4,1,0,1887,70,38,1
26,3,227489,11,9,4,12,2,2,1,0,0,40,-1,0
27,3,175034,9,13,4,0,1,4,0,0,0,40,38,0
49,3,97411,5,4,4,6,1,1,1,0,0,45,24,0
60,6,69251,12,14,2,9,0,1,1,0,0,38,2,1
39,3,175972,15,10,2,7,5,4,0,0,0,15,38,0
41,3,115411,15,10,0,11,3,4,1,2174,0,45,38,0
38,3,130007,9,13,4,7,1,4,1,0,0,40,38,0
24,3,195808,15,10,4,6,3,4,1,0,0,40,38,0
38,4,257250,11,9,4,4,1,4,1,0,0,50,38,0
31,3,330715,11,9,5,7,1,4,1,0,0,40,38,0
57,3,46699,11,9,2,0,5,4,0,0,0,40,38,0
32,3,210562,8,11,0,2,3,4,1,0,0,46,38,0
39,3,173476,14,15,2,2,0,4,1,7688,0,40,38,1
55,3,37438,8,11,2,2,0,4,1,0,0,40,38,1
32,3,53373,15,10,2,2,0,4,1,0,0,36,38,0
39,3,294183,11,9,0,3,4,4,0,0,0,40,38,0
51,1,159755,12,14,2,9,0,4,1,0,0,40,38,1
28,5,190836,11,9,2,11,0,4,1,0,0,50,38,1
22,3,141698,0,6,4,2,4,4,1,0,0,40,38,0
45,3,231672,11,9,2,6,0,2,1,0,0,40,38,0
39,3,76417,12,14,2,9,0,4,1,0,0,40,38,1
51,5,121548,9,13,2,3,0,4,1,0,0,25,38,0
55,5,35340,15,10,2,2,0,4,1,0,0,50,38,0
42,3,107762,12,14,2,9,0,4,1,0,0,40,38,1
51,1,186416,9,13,0,0,1,4,0,0,0,40,38,0
39,5,190023,9,13,2,11,0,4,1,0,0,60,38,0
36,0,930948,15,10,5,0,4,2,0,6497,0,56,38,0
76,5,174309,12,14,2,2,0,4,1,0,0,10,38,0
21,3,236684,15,10,4,7,2,2,0,0,0,8,38,0
46,1,180010,9,13,2,9,5,4,0,0,0,40,38,1
33,5,199539,11,9,2,13,0,4,1,0,0,65,38,0
20,3,299399,15,10,4,11,3,4,0,0,0,20,38,0
50,1,311551,12,14,2,9,0,4,1,7688,0,50,38,1
61,3,172037,11,9,2,7,0,4,1,0,0,40,38,0
45,4,145290,11,9,2,7,0,4,1,0,0,40,38,1
58,3,256274,11,9,0,0,1,4,0,0,0,40,38,0
32,3,198068,11,9,2,2,0,4,1,0,0,40,38,0
52,1,137753,11,9,2,7,5,2,0,0,0,20,38,0
21,3,174503,11,9,4,0,1,4,0,0,0,30,38,0
28,3,184831,15,10,2,3,0,4,1,0,0,40,38,0
45,3,98765,11,9,4,6,4,4,0,0,0,40,1,0
50,4,302708,9,13,2,3,0,1,1,7688,0,50,23,1
45,3,185385,11,9,2,6,0,4,1,0,0,40,38,0
22,3,163911,15,10,4,0,3,4,0,0,0,20,38,0
47,3,280483,11,9,5,2,4,2,0,0,0,40,38,0
28,3,296450,9,13,2,9,0,4,1,0,0,40,38,0
19,5,194205,15,10,4,7,3,4,0,0,0,40,25,0
63,3,127363,15,10,2,9,5,4,0,0,0,12,38,0
36,3,181065,7,12,2,12,0,4,1,0,0,40,38,1
50,4,201689,5,4,2,2,0,4,1,0,1977,63,-1,1
33,3,277455,12,14,4,9,1,4,1,0,0,40,38,0
46,3,185673,11,9,0,13,1,4,1,0,0,40,38,0
46,1,102076,11,9,0,0,4,4,0,0,0,25,38,0
51,5,199005,9,13,2,3,5,4,0,0,0,40,38,1
35,3,216473,15,10,2,0,0,4,1,0,0,50,38,1
19,3,63363,15,10,4,11,3,4,0,0,0,30,38,0
28,3,102533,15,10,5,5,1,2,1,0,0,40,38,0
52,5,209642,11,9,2,3,0,4,1,0,0,45,38,1
25,1,63996,11,9,0,0,1,4,0,0,0,40,38,0
41,3,139907,8,11,5,2,1,4,1,0,0,30,38,0
32,3,126838,11,9,4,2,1,4,1,0,0,40,38,0
42,3,228456,9,13,5,7,2,2,1,0,0,50,38,0
68,3,73773,11,9,6,11,1,4,0,0,0,24,38,0
39,3,248445,4,3,2,5,0,4,1,0,0,40,25,0
58,3,284834,7,12,0,0,1,4,0,0,0,40,38,0
28,3,207513,11,9,4,11,3,4,1,0,0,48,38,0
37,3,160035,15,10,0,6,1,4,1,0,0,40,38,0
55,3,125000,14,15,2,3,0,4,1,0,0,60,38,1
54,3,215990,12,14,2,3,0,4,1,0,1887,44,38,1
32,3,50178,15,10,4,11,3,4,1,0,0,35,38,0
37,3,349116,11,9,4,11,1,2,1,0,0,44,38,0
45,0,283037,9,13,2,3,0,4,1,0,0,40,38,0
27,3,106758,11,9,0,0,4,4,0,0,0,45,38,0
19,3,318822,11,9,4,0,1,4,0,0,0,40,38,0
61,3,149620,15,10,0,7,1,2,1,0,0,40,38,0
31,3,182177,9,13,2,7,0,4,1,0,0,40,40,0
27,3,91189,11,9,4,0,3,4,1,0,0,40,38,0
35,4,338320,11,9,2,3,0,4,1,0,0,50,38,1
17,3,270587,1,7,4,7,3,4,1,0,0,20,8,0
24,3,454941,11,9,2,2,0,4,1,0,0,40,38,0
48,3,192791,11,9,2,6,0,4,1,0,0,40,38,0
48,1,102076,9,13,4,0,4,4,0,0,0,35,38,0
47,3,76034,15,10,2,7,0,4,1,0,0,57,38,1
54,3,177927,12,14,2,9,0,4,1,0,0,60,38,0
30,3,128065,15,10,2,12,0,4,1,0,0,45,38,0
33,-1,209432,11,9,5,-1,4,4,0,0,0,20,38,0
28,3,251905,14,15,4,9,1,4,1,0,2339,40,1,0
29,3,256956,8,11,4,6,1,4,1,0,0,40,38,0
43,5,350387,11,9,2,2,0,4,1,0,0,60,38,0
36,3,171676,9,13,4,11,1,4,0,0,1741,40,38,0
49,6,216734,14,15,0,3,1,4,0,0,0,40,38,0
23,3,77581,9,13,4,3,3,4,1,0,0,40,38,0
39,3,28572,11,9,4,5,3,4,1,0,0,48,38,0
24,3,611029,0,6,2,5,0,4,1,0,0,40,38,0
34,3,100669,9,13,2,13,0,1,1,0,0,40,38,1
37,3,167777,11,9,2,13,0,4,1,0,0,52,38,0
37,3,84306,15,10,2,7,0,4,1,0,0,40,38,0
62,-1,181063,0,6,6,-1,1,4,0,0,0,30,38,0
24,3,174043,9,13,4,7,1,4,1,0,0,40,38,0
52,3,185407,8,11,2,2,0,4,1,0,0,48,30,1
41,5,150533,14,15,2,9,0,4,1,0,0,50,38,1
43,5,47261,15,10,2,4,0,4,1,0,0,50,38,0
48,4,193188,9,13,2,3,0,4,1,0,0,40,38,1
30,3,109282,15,10,4,11,3,4,1,0,0,20,38,0
20,-1,150084,11,9,4,-1,3,4,1,0,0,25,38,0
32,3,133503,11,9,2,0,0,4,1,0,0,40,38,0
41,3,280167,12,14,2,3,0,4,1,15024,0,70,38,1
39,3,150057,12,14,4,11,1,4,1,0,0,50,38,1
57,6,250976,11,9,2,2,0,4,1,0,0,40,38,0
46,3,146195,7,12,0,12,1,2,0,0,0,36,38,0
21,3,221955,6,5,4,5,2,4,1,0,0,40,25,0
30,1,118500,9,13,4,9,1,4,0,0,0,40,38,0
46,4,200949,9,13,6,3,1,4,0,0,0,50,-1,0
67,-1,184506,1,7,2,-1,0,4,1,0,419,3,38,0
53,4,263925,11,9,2,11,0,4,1,99999,0,40,38,1
44,6,87282,9,13,4,9,1,1,0,0,0,38,38,0
35,3,142874,7,12,3,11,3,2,0,0,0,36,38,0
38,6,343642,11,9,2,9,5,4,0,0,0,40,38,1
33,3,301867,15,10,4,0,4,1,0,0,0,35,38,0
47,3,202856,15,10,0,0,1,4,0,0,0,36,38,0
36,3,41624,0,6,2,2,0,4,1,0,0,70,25,0
22,3,201490,11,9,4,0,3,4,1,0,0,20,38,0
60,5,153356,11,9,0,11,1,2,1,2597,0,55,38,0
31,3,120857,11,9,2,11,5,4,0,0,0,18,38,0
28,3,308709,9,13,4,11,1,4,0,0,0,48,38,0
55,1,219775,11,9,0,7,4,4,0,0,0,38,38,0
29,3,95465,11,9,2,7,0,4,1,0,0,40,38,0
52,4,89041,12,14,2,3,0,4,1,15024,0,60,38,1
40,3,234633,15,10,4,2,1,4,1,0,0,40,38,0
26,3,195105,11,9,4,11,1,3,1,0,0,40,38,0
45,3,178319,10,16,2,9,0,4,1,0,0,56,38,1
18,3,88642,15,10,4,11,3,4,1,0,0,15,38,0
28,6,381789,15,10,5,3,3,4,1,0,2339,40,38,0
49,3,188330,11,9,2,11,0,4,1,0,0,40,38,1
38,3,111499,14,15,4,9,1,4,0,0,0,50,38,1
48,3,199058,12,14,2,3,0,4,1,0,0,40,38,1
40,3,404573,15,10,4,11,1,4,0,0,0,44,38,0
43,3,221172,9,13,2,12,0,4,1,0,0,24,38,1
67,0,65475,11,9,2,12,0,4,1,0,0,40,38,1
55,1,107308,12,14,2,9,0,4,1,0,0,40,38,1
21,-1,278391,15,10,4,-1,3,4,1,0,0,16,38,0
42,1,104334,11,9,2,4,0,4,1,0,0,40,7,0
40,3,174373,9,13,2,3,0,4,1,0,0,50,38,1
40,3,336707,8,11,5,2,1,4,0,0,0,60,38,0
51,3,339905,11,9,2,11,0,4,1,7688,0,40,38,1
44,3,110396,12,14,4,3,1,4,1,14084,0,56,38,1
28,3,109001,11,9,4,2,1,4,1,0,0,40,38,0
27,5,334132,7,12,4,9,1,4,0,0,0,78,38,0
53,5,187830,8,11,5,2,1,4,1,0,0,40,30,0
37,3,220644,11,9,0,7,4,2,0,0,0,40,-1,0
40,3,32214,7,12,2,0,0,4,1,0,0,40,38,0
18,3,293227,11,9,4,7,1,4,0,0,0,45,38,0
64,6,114650,6,5,2,2,0,4,1,0,0,40,38,0
46,3,155654,11,9,2,7,5,4,0,0,0,40,38,0
27,5,411950,15,10,2,7,0,4,1,0,0,40,38,0
90,-1,225063,15,10,4,-1,3,1,1,0,0,10,34,0
39,6,142897,8,11,4,3,4,4,0,0,0,50,38,0
17,3,142964,1,7,4,7,3,4,1,0,0,20,38,0
53,5,302847,11,9,2,11,0,4,1,0,0,35,38,0
24,-1,267955,6,5,4,-1,3,4,0,0,0,20,38,0
27,3,68037,15,10,4,3,1,4,1,0,0,45,38,0
48,3,155659,8,11,2,2,0,4,1,0,0,40,38,0
29,3,228346,8,11,4,2,1,4,1,0,0,50,38,0
43,3,116852,11,9,2,3,5,4,0,0,0,36,31,1
23,5,519627,11,9,4,4,1,4,1,0,0,25,25,0
55,3,179534,1,7,6,5,4,4,0,0,0,40,38,0
37,3,64922,9,13,5,7,1,4,1,0,0,70,8,0
45,6,252208,11,9,5,0,3,4,0,0,0,40,38,0
23,3,250743,15,10,0,0,1,2,1,0,0,40,38,0
33,3,231413,9,13,2,9,0,4,1,0,0,40,38,0
53,3,58985,15,10,2,9,5,4,0,0,0,24,38,0
34,3,29235,7,12,0,9,1,4,0,0,0,40,38,0
33,6,119628,10,16,2,9,0,1,1,0,0,50,16,0
37,3,143582,8,11,4,0,1,3,0,4101,0,35,38,0
36,3,199947,15,10,0,6,3,4,0,0,0,30,38,0
47,3,97842,15,10,2,2,0,4,1,0,0,40,38,0
18,-1,395567,1,7,4,-1,3,4,1,0,0,40,38,0
59,3,110820,11,9,0,2,1,4,1,0,0,38,38,1
40,1,306495,9,13,2,9,0,4,1,0,0,35,38,0
50,6,24790,11,9,2,5,0,4,1,0,0,40,38,0
45,3,320192,3,2,2,7,5,4,0,0,0,40,38,0
22,3,146540,1,7,4,2,1,4,1,0,0,50,38,0
47,1,285060,12,14,2,3,0,4,1,0,1977,41,38,1
48,3,193075,11,9,0,11,3,4,0,0,0,20,38,0
36,1,175255,11,9,2,7,5,4,0,0,0,35,38,0
25,3,102476,9,13,4,9,1,4,1,0,0,50,38,0
23,3,99543,2,8,4,13,1,4,1,0,0,46,38,0
32,3,172714,11,9,4,2,3,4,1,0,0,40,38,0
46,4,216414,12,14,2,11,0,4,1,0,1977,60,38,1
20,3,238685,15,10,4,11,1,4,0,0,0,30,38,0
31,1,128016,9,13,4,11,3,4,0,0,0,40,38,0
23,6,287988,9,13,4,9,1,4,1,10520,0,40,38,1
27,5,420054,11,9,4,2,4,4,1,9562,0,50,38,1
23,3,198996,11,9,4,0,1,4,0,0,0,40,38,0
33,1,96480,12,14,4,9,1,4,0,0,0,40,10,0
50,3,194231,12,14,0,11,1,4,0,0,0,40,38,1
19,5,137578,11,9,4,7,3,4,1,0,0,53,38,0
26,3,369166,15,10,4,4,2,4,0,0,0,65,38,0
36,3,75073,15,10,4,2,1,2,1,0,0,55,38,0
43,3,95634,9,13,2,7,5,1,0,0,0,45,-1,0
30,3,151773,15,10,2,6,0,4,1,0,0,40,38,1
44,3,249332,11,9,2,13,0,4,1,0,0,40,6,0
38,5,280169,9,13,2,11,0,4,1,7298,0,50,38,1
46,3,337050,12,14,2,3,0,4,1,0,1977,45,38,1
