checking_status,duration,credit_history,purpose,credit_amount,savings_status,employment,installment_commitment,personal_status,other_parties,residence_since,property_magnitude,age,other_payment_plans,housing,existing_credits,job,num_dependents,own_telephone,foreign_worker,class
3,12,2,0,1386,2,2,2,1,0,2,1,26,2,1,1,2,1,0,0,0
0,12,2,0,2579,0,1,4,2,0,1,0,33,2,1,1,1,2,0,0,0
3,15,4,4,1360,0,2,4,2,0,2,1,31,2,1,2,2,1,0,0,1
0,18,2,3,2473,0,0,4,2,0,1,2,25,2,1,1,0,1,0,0,0
0,33,4,3,4281,2,2,1,1,0,4,2,23,2,1,2,2,1,0,0,0
1,12,2,4,1092,0,2,4,1,2,4,0,49,2,1,2,2,1,1,0,1
0,12,2,5,741,1,0,4,1,0,3,1,22,2,1,1,2,1,0,0,0
3,12,2,4,804,0,4,4,2,0,4,2,38,2,1,1,2,1,0,0,1
1,12,2,1,2028,4,2,4,2,0,2,2,30,2,1,1,2,1,0,0,1
0,12,4,3,2246,0,4,3,2,0,3,1,60,2,1,2,2,1,0,0,0
3,4,4,4,1503,0,3,2,2,0,1,0,42,2,1,2,1,2,0,0,1
1,30,2,4,2991,4,4,2,1,0,4,2,25,2,1,1,2,1,0,0,1
0,24,1,1,3632,0,2,1,1,2,4,2,22,0,0,1,2,1,0,1,1
2,30,4,4,3656,4,4,4,2,0,4,1,49,1,1,2,1,1,0,0,1
3,12,4,9,2292,0,0,4,2,0,2,2,42,1,1,2,3,1,1,0,0
2,6,3,4,683,0,1,2,1,0,1,1,29,0,1,1,2,1,0,0,1
3,15,4,4,1471,0,2,4,2,0,4,3,35,2,2,2,2,1,1,0,1
3,12,4,3,3331,0,4,2,2,0,4,1,42,1,1,1,2,1,0,0,1
2,12,2,3,1424,4,4,3,1,0,4,0,55,2,1,1,3,1,1,0,1
2,6,2,0,709,3,1,2,3,0,2,0,27,2,1,1,0,1,0,1,1
0,36,2,3,5179,0,3,4,2,0,2,1,29,2,1,1,2,1,0,0,0
3,15,4,0,5045,4,4,1,1,0,4,2,59,2,1,1,2,1,1,0,1
1,12,2,6,639,0,2,4,2,0,2,2,30,2,1,1,2,1,0,0,0
0,45,0,9,11816,0,4,2,2,0,4,2,29,2,0,2,2,1,0,0,0
0,12,2,3,2578,0,0,3,1,0,4,3,55,2,2,1,3,1,0,0,1
3,24,4,1,6842,4,2,2,2,0,4,1,46,2,1,2,3,2,1,0,1
1,20,2,1,6468,4,0,1,0,0,4,0,60,2,1,1,3,1,1,0,1
1,30,3,9,2503,1,4,4,2,0,2,1,41,1,1,2,2,1,0,0,1
0,6,4,4,1169,4,4,4,2,0,4,0,67,2,1,2,2,1,1,0,1
0,18,4,6,1190,0,0,2,1,0,4,3,55,2,2,3,0,2,0,0,0
3,12,4,9,1412,0,2,4,1,2,2,0,29,2,1,2,3,1,1,0,1
0,24,2,1,2924,0,2,3,2,2,4,3,63,0,1,1,2,2,1,0,1
2,6,4,7,1047,0,2,2,1,0,4,1,50,2,1,1,1,1,0,0,1
0,24,4,1,6419,0,4,2,1,0,4,3,44,2,2,2,3,2,1,0,1
3,30,2,4,1867,4,4,4,2,0,4,2,58,2,1,1,2,1,1,0,1
0,30,2,3,3622,3,4,4,1,0,4,1,57,2,0,2,2,1,1,0,1
1,30,2,4,1715,4,2,4,1,0,1,2,26,2,1,1,2,1,0,0,1
2,12,2,3,1474,0,1,4,1,0,1,1,33,0,1,1,3,1,1,0,1
1,48,0,0,8358,2,1,1,1,0,1,2,30,2,1,2,2,1,0,0,1
1,6,2,4,484,0,3,3,3,2,3,0,28,0,1,1,1,1,0,0,1
1,60,3,4,7418,4,2,1,2,0,1,0,27,2,1,1,1,1,0,0,1
3,10,2,0,1418,1,2,3,2,0,2,0,35,2,0,1,1,1,0,1,1
1,36,2,1,9398,0,1,1,3,0,4,2,28,2,0,1,3,1,1,0,0
3,36,4,1,5711,3,4,4,2,0,2,2,38,2,1,2,3,1,1,0,1
1,42,4,9,5954,0,3,2,1,0,1,0,41,0,1,2,1,1,0,0,1
0,48,2,4,6758,0,2,3,1,0,2,2,31,2,1,1,2,1,1,0,0
0,48,1,9,7685,0,3,2,1,2,4,2,37,2,0,1,2,1,0,0,0
3,11,4,0,1393,0,1,4,1,0,4,2,35,2,1,2,3,1,0,0,1
3,24,2,1,2670,0,4,4,2,0,4,2,35,2,1,1,3,1,1,0,1
1,24,4,2,11938,0,2,2,2,1,3,2,39,2,1,2,3,2,1,0,0
1,15,2,4,1444,4,1,4,2,0,1,1,23,2,1,1,2,1,0,0,1
0,48,4,1,6143,0,4,4,1,0,4,3,58,1,2,2,1,1,0,0,0
0,18,2,4,1936,4,3,2,3,0,4,2,23,2,0,2,1,1,0,0,1
3,24,2,0,1525,3,3,4,1,0,3,2,34,2,1,1,2,2,1,0,1
0,12,2,7,684,0,2,4,2,0,4,2,40,2,0,1,1,2,0,0,0
3,24,2,4,1278,0,4,4,2,0,1,0,36,2,1,1,3,1,1,0,1
1,30,2,3,3832,0,1,2,3,0,1,1,22,2,1,1,2,1,0,0,1
3,12,2,4,3059,3,3,2,0,0,4,0,61,2,1,1,1,1,0,0,1
3,36,3,0,10875,0,4,2,2,0,2,2,45,2,1,2,2,2,1,0,1
0,24,2,0,3123,0,1,4,1,0,1,1,27,2,1,1,2,1,0,0,0
1,24,4,4,1216,1,1,4,2,0,4,3,38,0,1,2,2,2,0,0,0
0,6,4,0,1361,0,1,2,2,0,4,0,40,2,1,1,1,2,0,1,1
3,24,4,1,4042,4,3,3,2,0,4,1,43,2,1,2,2,1,1,0,1
1,12,2,4,1155,0,4,3,3,2,3,0,40,0,1,2,1,1,0,0,1
0,36,2,0,9271,0,3,2,2,0,1,2,24,2,1,1,2,1,1,0,0
1,30,0,9,4221,0,2,2,1,0,1,2,28,2,1,2,2,1,0,0,1
1,12,0,3,2969,0,1,4,1,0,3,1,25,2,0,2,2,1,0,0,0
3,6,2,5,1338,2,2,1,0,0,4,0,62,2,1,1,2,1,0,0,1
1,24,3,3,2064,0,0,3,1,0,2,1,34,2,1,1,3,1,1,0,0
1,54,0,9,15945,0,1,3,2,0,4,3,58,2,0,1,2,1,1,0,0
0,24,0,3,4110,0,4,3,2,0,4,3,23,0,0,2,2,2,0,0,0
1,10,2,3,1521,0,2,4,0,0,2,2,31,2,1,1,1,1,0,0,1
1,18,2,9,4439,0,4,1,2,1,1,0,33,0,1,1,3,1,1,0,1
2,12,2,3,2251,0,2,1,1,0,2,2,46,2,1,1,1,1,0,0,1
3,48,4,1,2751,4,4,4,2,0,3,2,38,2,1,2,2,2,1,0,1
3,24,2,8,937,0,1,4,3,0,3,2,27,2,1,2,1,1,0,0,1
3,24,4,0,1940,3,4,4,2,0,4,0,60,2,1,1,2,1,1,0,1
1,21,3,0,2353,0,2,1,0,0,4,1,47,2,1,2,2,1,0,0,1
1,24,2,0,3512,1,3,2,2,0,3,2,38,0,1,2,2,1,1,0,1
0,24,2,3,3345,0,4,4,2,0,2,1,39,2,0,1,3,1,1,0,0
3,30,2,4,2333,2,4,4,2,0,2,2,30,0,1,1,3,1,0,0,1
1,36,2,1,6948,0,2,2,2,0,2,2,35,2,0,1,3,1,1,0,1
0,20,2,3,2212,4,3,4,2,0,4,2,39,2,1,1,2,1,1,0,1
1,15,2,4,802,0,4,4,2,0,3,2,37,2,1,1,2,2,0,0,0
1,18,2,4,866,0,2,4,3,2,2,0,25,2,1,1,1,1,0,0,1
3,18,3,3,1808,0,3,4,1,0,1,0,22,2,1,1,2,1,0,0,0
0,24,2,3,3234,0,1,4,1,0,4,0,23,2,0,1,1,1,1,0,0
3,6,2,8,1238,4,0,4,2,0,4,1,36,2,1,1,3,2,1,0,1
3,15,2,4,1213,2,4,4,2,0,3,1,47,1,1,1,2,1,1,0,1
1,45,4,4,4746,0,1,4,2,0,2,1,25,2,1,2,1,1,0,0,0
3,36,4,0,7855,0,2,4,1,0,2,0,25,1,1,2,2,1,1,0,0
2,18,2,4,2100,0,2,4,2,1,2,0,37,1,1,1,2,1,0,0,0
1,18,4,9,1887,4,2,4,3,0,4,0,28,0,1,2,2,1,0,0,1
3,24,2,4,1533,0,1,4,1,0,3,2,38,1,1,1,2,1,1,0,1
3,12,3,6,1555,3,4,4,2,0,4,3,55,2,2,2,2,2,0,0,0
3,11,2,9,2142,3,4,1,0,0,2,0,28,2,1,1,2,1,1,0,1
2,21,4,7,2319,0,1,2,0,0,1,2,33,2,0,1,2,1,0,0,0
3,24,4,4,2578,3,4,2,2,0,2,2,34,2,1,1,2,1,0,0,1
1,13,4,4,882,0,1,4,2,2,4,0,23,2,1,2,2,1,0,0,1
3,15,2,3,2708,0,1,2,2,0,3,1,27,0,1,2,1,1,0,0,1
3,36,2,3,3349,0,2,4,1,0,2,2,28,2,1,1,3,1,1,0,0
3,24,4,4,2424,4,4,4,2,0,4,1,53,2,1,2,2,1,0,0,1
3,9,4,7,1244,4,4,4,1,0,4,1,41,2,0,2,1,1,0,0,1
0,6,4,3,1872,0,0,4,2,0,4,3,36,2,2,3,3,1,1,0,1
1,24,2,4,5084,4,4,2,1,0,4,2,42,2,1,1,2,1,1,0,1
3,18,4,3,1817,0,2,4,1,0,2,3,28,2,1,2,2,1,0,0,1
1,12,2,0,1318,3,4,4,2,0,4,0,54,2,1,1,2,1,1,0,1
1,18,2,9,1913,3,1,3,3,0,3,0,36,0,1,1,2,1,1,0,1
3,6,4,4,1554,0,3,1,1,0,2,2,24,2,0,2,2,1,1,0,1
0,30,2,3,6350,4,4,4,2,0,4,1,31,2,1,1,2,1,0,0,0
0,36,2,0,3249,0,3,2,2,0,4,3,39,0,2,1,3,2,1,0,1
3,24,2,4,3621,1,4,2,2,0,4,2,31,2,1,2,2,1,0,0,0
0,12,2,3,1282,0,2,2,1,0,4,2,20,2,0,1,2,1,0,0,0
3,36,4,1,5842,0,4,2,2,0,2,1,35,2,1,2,2,2,1,0,1
0,30,2,3,2406,0,3,4,1,0,4,0,23,2,0,1,2,1,0,0,0
0,24,4,9,1382,1,3,4,2,0,1,0,26,2,1,2,2,1,1,0,1
3,54,0,1,9436,4,2,2,2,0,2,1,39,2,1,1,1,2,0,0,1
1,24,2,4,1967,0,4,4,1,0,4,2,20,2,1,1,2,1,1,0,1
3,24,3,9,8648,0,1,2,2,0,2,2,27,0,1,2,2,1,1,0,0
0,6,4,4,1957,0,3,1,1,0,4,2,31,2,1,1,2,1,0,0,1
3,9,2,5,1236,0,1,1,1,0,4,0,23,2,0,1,2,1,1,0,1
1,10,2,0,7308,0,0,2,2,0,4,3,70,0,2,1,3,1,1,0,1
3,15,4,4,1459,0,2,4,1,0,2,2,43,2,1,1,1,1,0,0,1
3,12,4,4,717,0,4,4,2,0,4,0,52,2,1,3,2,1,0,0,1
3,6,2,4,1346,1,4,2,2,0,4,3,42,0,2,1,2,2,1,0,1
0,12,0,4,6199,0,2,4,2,0,2,1,28,2,0,2,2,1,1,0,0
3,15,2,4,1979,4,4,4,2,0,2,2,35,2,1,1,2,1,0,0,1
3,36,4,0,6614,0,4,4,2,0,4,2,34,2,1,2,3,1,1,0,1
3,15,3,1,3594,0,1,1,1,0,2,1,46,2,1,2,1,1,0,0,1
0,36,2,7,1977,4,4,4,2,0,4,3,40,2,1,1,3,1,1,0,0
3,18,2,0,2662,4,3,4,2,0,3,1,32,2,1,1,2,1,0,1,1
0,24,2,0,2303,0,4,4,2,1,1,0,45,2,1,1,2,1,0,0,0
2,24,4,3,3617,4,4,4,2,1,4,3,20,2,0,2,2,1,0,0,1
3,12,4,3,1402,2,3,3,1,0,4,2,37,2,0,1,2,1,1,0,1
3,6,4,4,1382,0,2,1,1,0,1,2,28,2,1,2,2,1,1,0,1
1,45,4,1,4576,1,0,3,2,0,4,2,27,2,1,1,2,1,0,0,1
3,48,3,4,12749,2,3,4,2,0,1,2,37,2,1,1,3,1,1,0,1
0,16,4,0,2625,0,4,2,2,2,4,1,43,0,0,1,2,1,1,0,0
1,36,0,9,1953,0,4,4,2,0,4,3,61,2,2,1,3,1,1,0,0
3,24,4,6,2058,0,2,4,0,0,2,0,33,2,1,2,2,1,1,0,1
0,11,4,0,3905,0,2,2,2,0,2,0,36,2,0,2,2,2,0,0,1
0,6,2,0,14896,0,4,1,2,0,4,3,68,0,1,1,3,1,1,0,0
0,36,4,3,5371,0,2,3,2,2,2,1,28,2,1,2,2,1,0,0,1
3,9,2,3,1313,0,4,1,2,0,4,2,20,2,1,1,2,1,0,0,1
3,36,2,7,1819,0,2,4,2,0,4,3,37,1,2,1,2,1,1,0,0
3,10,4,0,1231,0,4,3,2,0,4,0,32,2,1,2,1,2,0,1,1
0,10,4,0,2241,0,1,1,2,0,3,0,48,2,0,2,1,2,0,1,1
1,6,2,4,368,4,4,4,2,0,4,1,38,2,1,1,2,1,0,0,1
3,12,4,0,926,0,0,1,1,0,2,1,38,2,1,1,0,1,0,0,1
3,12,2,4,776,0,2,4,3,0,2,0,28,2,1,1,2,1,0,0,1
1,15,2,6,2631,1,2,3,1,0,2,0,25,2,1,1,1,1,0,0,1
0,12,2,4,727,1,1,4,3,0,3,3,33,2,1,1,1,1,1,0,0
1,30,4,0,2181,4,4,4,2,0,4,0,36,2,1,2,2,1,0,0,1
0,12,2,0,900,4,2,4,3,0,2,2,23,2,1,1,2,1,0,0,0
0,39,4,3,14179,4,3,4,2,0,4,1,30,2,1,2,3,1,1,0,1
0,18,2,0,976,0,1,1,1,0,2,2,23,2,1,1,1,1,0,0,0
3,10,2,3,2210,0,2,2,2,0,2,0,25,0,0,1,1,1,0,0,0
0,36,3,9,2145,0,3,2,2,0,1,2,24,2,1,2,2,1,1,0,0
0,18,2,0,4380,1,2,3,2,0,4,2,35,2,1,1,1,2,1,0,1
1,24,2,4,3092,1,1,3,3,0,2,2,22,2,0,1,2,1,1,0,0
2,6,4,0,1299,0,2,1,2,0,1,0,74,2,1,3,0,2,0,1,1
3,15,2,3,2186,4,3,1,1,0,4,0,33,0,0,1,1,1,0,0,1
0,36,2,1,8335,4,4,3,2,0,4,3,47,2,2,1,2,1,0,0,0
0,12,2,4,1498,0,2,4,1,0,1,2,23,0,1,1,2,1,0,0,1
3,21,0,0,5003,4,2,1,1,0,4,1,29,0,1,2,2,1,1,0,0
3,9,2,3,2301,1,1,2,1,0,4,1,22,2,0,1,2,1,0,0,1
0,6,2,5,343,0,1,4,1,0,1,0,27,2,1,1,2,1,0,0,1
0,21,2,4,1835,0,2,3,1,0,2,0,25,2,1,2,2,1,1,0,0
3,24,2,0,1393,0,2,2,2,2,2,0,31,2,1,1,2,1,1,0,1
3,21,2,3,2241,0,4,4,2,0,2,0,50,2,1,2,2,1,0,0,1
3,12,4,3,1935,0,4,4,2,0,4,0,43,2,1,3,2,1,1,0,1
2,6,4,0,1323,1,4,2,0,0,4,2,28,2,1,2,2,2,1,0,1
3,24,4,4,1851,0,3,4,3,2,2,2,33,2,1,2,2,1,1,0,1
0,12,2,0,1228,0,2,4,1,0,2,0,24,2,1,1,1,1,0,0,0
0,12,2,3,1289,0,2,4,2,2,1,1,21,2,1,1,1,1,0,0,1
3,9,2,7,3832,4,4,1,2,0,4,0,64,2,1,1,1,1,0,0,1
0,36,1,3,2746,0,4,4,2,0,4,2,31,0,1,1,2,1,0,0,0
2,6,2,3,2116,0,2,2,2,0,2,0,41,2,1,1,2,1,1,0,1
3,6,2,0,672,0,0,1,1,0,4,0,54,2,1,1,0,1,1,0,1
3,6,2,4,1595,0,3,3,2,0,2,1,51,2,1,1,2,2,0,0,1
3,33,4,1,7253,0,3,3,2,0,2,2,35,2,1,2,3,1,1,0,1
3,30,3,9,4272,1,2,2,2,0,2,1,26,2,1,2,1,1,0,0,1
3,36,2,9,5742,1,3,2,2,0,2,2,31,2,1,2,2,1,1,0,1
3,21,4,0,12680,4,4,4,2,0,4,3,30,2,2,1,3,1,1,0,0
0,12,2,4,1680,2,4,3,3,0,1,0,35,2,1,1,2,1,0,0,1
2,36,2,4,4210,0,2,4,2,0,2,2,26,2,1,1,2,1,0,0,0
1,11,2,3,1577,3,1,4,1,0,1,0,20,2,1,1,2,1,0,0,1
3,12,2,4,1963,0,3,4,2,0,2,2,31,2,0,2,3,2,1,0,1
1,30,0,9,4280,1,2,4,1,0,4,2,26,2,0,2,1,1,0,0,0
0,42,2,4,7174,4,3,4,1,0,3,2,30,2,1,1,3,1,1,0,0
3,12,2,7,719,0,4,4,2,0,4,2,41,0,1,1,1,2,0,0,0
1,6,2,4,1068,0,4,4,2,0,4,2,28,2,1,1,2,2,0,0,1
3,12,2,1,2445,4,1,2,3,0,4,2,26,2,0,1,2,1,1,0,1
3,21,3,1,2993,0,2,3,2,0,2,0,28,1,1,2,1,1,0,0,1
1,48,2,4,10961,3,3,1,2,1,2,3,27,0,1,2,2,1,1,0,0
1,48,1,9,3566,1,3,4,2,0,2,2,30,2,1,1,2,1,0,0,1
3,10,2,8,894,4,3,4,1,0,3,1,40,2,1,1,2,1,1,0,1
3,18,4,3,3780,0,1,3,0,0,2,2,35,2,1,2,3,1,1,0,1
1,36,2,7,2273,0,3,3,2,0,1,2,32,2,1,2,2,2,0,0,1
0,27,2,4,3416,0,2,3,2,0,2,2,27,2,1,1,3,1,0,0,1
1,48,2,0,6560,1,3,3,2,0,2,1,24,2,1,1,2,1,0,0,0
0,24,1,3,3552,0,3,3,2,0,4,2,27,0,1,1,2,1,0,0,0
3,18,4,7,1864,1,2,4,1,0,2,0,30,2,1,2,2,1,0,0,0
0,12,4,0,2122,0,2,3,2,0,2,0,39,2,0,2,1,2,0,1,1
3,36,4,0,3535,0,3,4,2,0,4,2,37,2,1,2,2,1,1,0,1
3,36,2,7,9055,4,2,2,2,0,4,3,35,2,2,1,1,2,1,0,1
1,24,2,3,4351,4,2,1,1,0,4,1,48,2,1,1,1,1,1,0,1
3,24,2,0,1474,1,1,4,3,0,3,0,33,2,1,1,2,1,1,0,1
1,48,0,9,14421,0,2,2,2,0,2,2,25,2,1,1,2,1,1,0,0
1,36,2,4,2323,0,3,4,2,0,4,2,24,2,0,1,2,1,0,0,1
1,26,2,1,7966,0,1,2,2,0,3,2,30,2,1,2,2,1,0,0,1
3,24,4,4,2223,1,4,4,2,0,4,1,52,0,1,2,2,1,0,0,1
3,24,3,9,2375,2,2,4,2,0,2,2,44,2,1,2,2,2,1,0,1
3,14,3,0,802,0,2,4,2,0,2,2,27,2,1,2,1,1,0,0,1
3,24,4,1,5804,3,2,4,2,0,2,0,27,2,1,2,2,1,0,0,1
1,24,3,4,1553,1,3,3,1,0,2,1,23,2,0,2,2,1,1,0,1
3,48,4,9,7629,4,4,4,0,0,2,2,46,0,1,2,3,2,0,0,1
0,21,2,0,3763,4,3,2,2,1,2,0,24,2,1,1,1,1,0,1,1
3,24,4,4,2872,1,4,3,2,0,4,0,36,2,1,1,2,2,1,0,1
3,12,2,3,763,0,2,4,1,0,1,0,26,2,1,1,2,1,1,0,1
0,24,1,0,1193,0,0,1,1,1,4,3,29,2,0,2,0,1,0,0,0
1,9,4,7,1136,3,4,4,2,0,3,3,32,2,2,2,2,2,0,0,0
3,12,4,0,1163,2,2,4,2,0,4,0,44,2,1,1,2,1,1,0,1
1,9,2,3,959,0,2,1,1,0,2,2,29,2,1,1,2,1,0,1,0
1,18,2,9,2622,1,2,4,2,0,4,2,34,2,1,1,2,1,0,0,1
0,18,2,4,3190,0,2,2,1,0,2,0,24,2,1,1,2,1,0,0,0
3,6,3,4,932,0,2,3,1,0,2,0,24,2,1,1,2,1,0,0,1
1,24,3,0,1965,4,2,4,1,0,4,2,42,2,0,2,2,1,1,0,1
1,12,2,9,1037,1,3,3,2,0,4,0,39,2,1,1,1,1,0,0,1
1,24,3,9,4712,4,2,4,2,0,2,1,37,0,1,2,3,1,1,0,1
1,48,1,0,12169,4,0,4,2,1,4,3,36,2,2,1,3,1,1,0,1
3,48,4,0,10127,2,2,2,2,0,2,3,44,0,2,1,2,1,0,0,0
3,18,4,4,1800,0,2,4,2,0,2,2,24,2,1,2,2,1,0,0,1
1,24,2,0,2718,0,2,3,1,0,4,1,20,2,0,1,1,1,1,0,0
3,12,4,7,701,0,2,4,2,0,2,2,32,2,1,2,2,1,0,0,1
2,12,2,4,1297,0,2,3,3,0,4,0,23,2,0,1,2,1,0,0,1
0,12,2,3,7865,0,4,4,2,0,4,3,53,2,2,1,3,1,1,0,0
2,18,2,0,1961,0,4,3,1,0,2,2,23,2,1,1,3,1,0,0,1
0,6,2,4,2647,2,2,2,2,0,3,0,44,2,0,1,2,2,0,0,1
2,12,3,0,2247,0,2,2,1,0,2,2,36,1,1,2,2,1,1,0,1
3,6,0,0,1204,1,2,4,2,0,1,3,35,0,0,1,2,1,0,1,1
3,12,2,4,1262,0,2,3,2,0,2,2,25,2,1,1,2,1,0,0,1
0,12,4,1,1526,0,4,4,2,0,4,3,66,2,2,2,3,1,0,0,1
0,42,4,6,3394,0,0,4,2,1,4,2,65,2,1,2,0,1,0,0,1
2,36,2,4,4473,0,4,4,2,0,2,2,31,2,1,1,2,1,0,0,1
0,48,2,1,4788,0,3,4,2,0,3,1,26,2,1,1,2,2,0,0,1
1,24,4,3,4736,0,1,2,1,0,4,2,25,0,1,1,1,1,0,0,0
3,18,3,9,2169,0,2,4,3,0,2,2,28,2,1,1,2,1,1,0,0
3,21,2,4,3160,4,4,4,2,0,3,1,41,2,1,1,2,1,1,0,1
3,24,3,0,2032,0,4,4,2,0,4,3,60,2,2,2,2,1,1,0,1
1,60,3,4,9157,4,2,2,2,0,2,3,27,2,2,1,3,1,0,0,1
3,10,2,1,2848,1,2,1,2,1,2,0,32,2,1,1,2,2,0,0,1
3,12,4,7,2096,0,3,2,2,0,3,0,49,2,1,1,1,2,0,0,1
1,18,0,3,3244,0,2,1,1,0,4,2,33,0,1,2,2,1,1,0,1
0,12,2,0,3651,3,2,1,2,0,3,1,31,2,1,1,2,2,0,0,1
0,12,2,4,1107,0,2,2,2,0,2,0,20,2,0,1,3,2,1,0,1
3,18,2,4,1453,0,1,3,1,0,1,0,26,2,1,1,2,1,0,0,1
0,18,4,3,2124,0,2,4,1,0,4,0,24,2,0,2,2,1,0,0,0
3,18,2,0,6761,4,2,2,2,0,4,2,68,2,0,2,2,1,0,0,0
0,36,2,1,5493,0,4,2,2,0,4,3,42,2,2,1,2,2,0,0,1
3,24,4,7,1597,0,4,4,2,0,4,3,54,2,2,2,2,2,0,0,1
0,14,2,0,3973,0,0,1,2,0,4,3,22,2,2,1,2,1,0,0,1
1,60,2,7,6288,0,2,4,2,0,4,3,42,2,2,1,2,1,0,0,0
0,6,2,3,428,0,4,2,1,0,1,1,49,0,1,1,2,1,1,0,1
0,30,2,4,2522,0,4,1,2,2,3,1,39,2,1,1,2,2,0,0,1
0,48,0,1,4605,0,4,3,2,0,4,3,24,2,2,2,2,2,0,0,0
0,6,4,0,3676,0,2,1,2,0,3,0,37,2,0,3,2,2,0,0,1
3,42,4,3,4042,2,2,4,2,0,4,0,36,2,1,2,2,1,1,0,1
1,12,4,0,1995,1,1,4,2,0,1,2,27,2,1,1,2,1,0,0,1
1,24,2,4,2896,1,1,2,2,0,1,2,29,2,1,1,2,1,0,0,1
2,24,2,0,947,0,3,4,2,0,3,3,38,0,2,1,2,2,0,0,0
3,11,4,4,1154,1,0,4,1,0,4,0,57,2,1,3,1,1,0,0,1
1,18,2,4,1301,0,4,4,3,2,2,0,32,2,1,1,1,1,0,0,1
0,24,1,0,2325,1,3,2,2,0,3,2,32,0,1,1,2,1,0,0,1
3,24,2,4,1413,0,2,4,3,0,2,1,28,2,1,1,2,1,0,0,1
0,15,2,3,1845,0,1,4,1,2,1,1,46,2,0,1,2,1,0,0,1
0,30,2,1,3857,0,2,4,0,0,4,1,40,2,1,1,3,1,1,0,1
3,18,4,0,1055,0,1,4,1,0,1,1,30,2,1,2,2,1,0,0,1
1,6,2,4,2063,0,1,4,3,0,3,2,30,2,0,1,3,1,1,0,1
1,36,4,1,5800,0,2,3,2,0,4,2,34,2,1,2,2,1,1,0,1
0,15,2,0,1403,0,2,2,1,0,4,2,28,2,0,1,2,1,0,0,1
1,7,2,4,2415,0,2,3,2,2,2,0,34,2,1,1,2,1,0,0,1
0,9,2,3,2136,0,2,3,2,0,2,0,25,2,1,1,2,1,0,0,1
2,15,4,4,1271,4,2,3,2,0,4,3,39,2,2,2,2,1,1,0,0
1,12,2,4,766,2,2,4,2,0,3,0,66,2,1,1,1,1,0,0,0
3,10,2,1,2901,4,1,1,1,0,4,0,31,2,0,1,2,1,0,0,1
0,36,2,3,3620,0,2,1,2,2,2,1,37,2,1,1,2,2,0,0,1
0,18,2,4,1345,0,2,4,3,0,3,0,26,0,1,1,2,1,0,0,0
0,18,2,3,2039,0,2,1,1,0,4,0,20,0,0,1,2,1,0,0,0
3,48,2,9,3914,4,2,4,0,0,2,0,38,0,1,1,2,1,0,0,0
