age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
33,3,129529,11,9,0,6,1,4,1,0,0,40,38,0
50,4,302708,9,13,2,3,0,1,1,7688,0,50,23,1
27,3,147638,9,13,4,0,2,1,0,0,0,40,16,0
58,3,272902,9,13,6,3,4,4,0,0,0,40,38,0
51,3,269080,5,4,6,7,4,2,0,0,0,40,38,0
58,3,104613,7,12,2,3,0,4,1,0,0,50,38,1
31,3,144064,11,9,2,2,0,4,1,0,0,48,38,1
33,-1,202498,5,4,5,-1,1,4,1,0,0,40,12,0
34,3,248584,11,9,4,2,1,4,1,0,0,55,38,0
33,3,136331,11,9,3,2,4,4,1,0,0,50,38,0
36,3,182074,15,10,0,0,1,4,1,0,0,45,38,0
30,3,203488,15,10,4,2,1,4,1,0,0,44,38,0
45,3,274657,1,7,2,2,0,4,1,0,0,40,-1,0
49,3,97411,5,4,4,6,1,1,1,0,0,45,24,0
34,3,187251,11,9,0,9,4,4,0,0,0,25,38,0
21,3,199915,15,10,4,7,3,4,0,0,0,40,38,0
44,3,203943,9,13,2,3,0,2,1,0,0,35,38,1
38,5,93206,9,13,2,3,0,1,1,0,1902,65,38,1
40,3,199303,11,9,2,0,0,4,1,0,0,40,38,0
47,0,204900,11,9,2,9,5,2,0,0,0,40,38,0
40,3,336707,8,11,5,2,1,4,0,0,0,60,38,0
25,-1,39901,9,13,2,-1,0,4,1,0,0,60,38,0
49,0,311671,15,10,2,3,0,4,1,0,0,40,38,1
51,1,203334,10,16,0,3,1,4,0,0,0,45,38,1
29,3,224215,15,10,2,2,0,4,1,0,0,40,38,1
43,5,96129,1,7,2,5,0,4,1,0,0,60,38,0
32,3,36302,15,10,2,0,0,4,1,0,0,50,38,0
39,1,229651,9,13,2,9,0,4,1,0,0,50,38,1
21,3,438139,11,9,4,11,1,4,1,0,0,50,38,0
63,3,127363,15,10,2,9,5,4,0,0,0,12,38,0
26,3,292353,5,4,2,6,0,3,1,0,0,40,38,0
35,3,127306,8,11,4,0,3,4,0,14344,0,40,38,1
46,3,185673,11,9,0,13,1,4,1,0,0,40,38,0
28,3,480861,11,9,2,6,0,4,1,0,0,45,38,0
32,3,151053,15,10,4,2,4,4,1,0,0,40,38,0
44,6,87282,9,13,4,9,1,1,0,0,0,38,38,0
19,-1,117444,11,9,4,-1,3,4,1,0,0,30,38,0
20,-1,289116,15,10,4,-1,3,4,0,0,0,5,38,0
52,-1,105428,15,10,2,-1,0,4,1,0,0,12,38,0
28,3,138283,8,11,4,7,1,4,0,0,0,40,38,0
41,0,371382,15,10,2,3,0,2,1,0,0,40,38,1
39,3,379350,0,6,2,2,0,4,1,0,0,40,38,0
37,3,262409,12,14,0,3,4,4,0,0,213,45,38,0
23,3,181820,11,9,5,2,3,4,1,0,0,53,38,0
55,1,107308,12,14,2,9,0,4,1,0,0,40,38,1
31,3,164190,0,6,2,13,0,4,1,0,0,40,38,0
37,3,170718,11,9,2,3,0,4,1,0,0,40,38,0
59,4,169982,15,10,2,3,0,4,1,15024,0,60,38,1
32,3,195000,9,13,2,3,0,4,1,7298,0,45,38,1
28,3,166320,11,9,4,9,1,4,1,0,0,40,38,0
34,3,204991,15,10,0,3,3,4,1,0,0,44,38,0
48,3,108699,11,9,4,0,1,4,0,0,0,40,38,0
33,3,323069,8,11,0,7,4,4,0,0,0,40,38,0
24,3,283613,9,13,2,9,0,4,1,0,0,40,38,0
18,3,238401,15,10,4,11,3,4,0,0,0,25,38,0
25,3,216583,9,13,2,3,0,4,1,0,0,43,38,0
40,3,111483,9,13,2,3,0,4,1,7298,0,40,38,1
17,3,142912,0,6,4,7,3,4,1,0,0,40,38,0
47,3,275095,15,10,0,6,1,4,0,0,0,40,38,0
28,3,207513,11,9,4,11,3,4,1,0,0,48,38,0
25,3,152035,11,9,4,0,4,4,0,0,0,40,38,0
52,3,204447,11,9,2,6,0,4,1,4386,0,40,38,1
26,3,78258,8,11,0,9,4,4,0,0,0,36,38,0
36,4,77146,9,13,2,11,0,4,1,15024,0,45,38,1
32,3,185410,11,9,4,0,1,4,0,0,0,40,38,0
61,3,355645,11,9,2,11,0,2,1,0,0,40,38,0
46,3,180695,15,10,4,0,3,4,0,0,0,40,38,0
27,3,101364,11,9,2,5,0,4,1,0,0,40,25,0
42,4,152071,14,15,2,9,0,4,1,0,0,60,4,1
31,3,188096,9,13,4,9,1,4,0,0,0,72,38,1
31,3,59083,11,9,2,7,0,4,1,0,0,35,38,0
24,3,308205,5,4,4,5,2,4,1,0,0,40,25,0
46,3,97883,15,10,0,0,1,4,0,0,0,40,38,0
51,1,33863,12,14,2,9,0,4,1,0,0,45,38,0
36,3,261241,11,9,2,6,0,4,1,0,0,50,38,1
59,3,246262,15,10,2,12,0,4,1,0,0,40,38,1
45,3,166929,1,7,2,2,0,4,1,0,0,40,38,0
33,3,62155,15,10,4,11,1,2,1,0,0,35,38,0
49,3,129640,11,9,4,7,1,4,0,0,0,40,38,0
39,5,154641,11,9,0,4,1,4,1,8614,0,50,38,1
38,3,115289,11,9,2,6,0,4,1,0,0,40,38,0
36,3,192664,1,7,4,2,3,4,1,0,0,40,38,0
64,3,298301,11,9,2,7,0,4,1,0,0,40,38,0
30,3,169496,12,14,2,7,0,4,1,0,0,15,38,1
39,3,79331,12,14,2,3,0,1,1,15024,0,40,38,1
41,3,299505,11,9,5,2,1,2,1,0,0,40,38,0
66,3,244661,9,13,2,0,0,1,1,0,0,40,29,0
45,3,207277,9,13,2,3,0,4,1,0,0,50,38,1
27,0,276776,15,10,2,12,0,4,1,0,0,40,38,1
47,5,248776,12,14,4,3,1,2,1,0,0,25,38,0
23,3,162551,9,13,4,0,1,1,0,0,0,20,38,0
53,3,204584,12,14,0,11,1,4,0,0,0,40,38,0
44,3,191814,15,10,2,9,0,4,1,0,0,45,38,1
31,3,381153,0,6,2,12,0,4,1,0,0,40,38,1
20,3,132320,15,10,5,2,1,4,1,0,0,40,38,0
40,3,55395,8,11,2,9,0,4,1,0,0,40,38,1
37,3,103323,7,12,2,11,0,4,1,0,0,40,38,0
36,-1,229533,11,9,2,-1,0,4,1,0,0,40,38,0
72,5,284120,15,10,2,11,0,4,1,0,0,40,38,0
31,1,331126,9,13,4,10,3,2,1,0,0,48,38,0
20,3,170800,15,10,4,4,3,4,0,0,0,40,38,0
23,3,391171,15,10,4,7,1,2,1,0,0,25,38,0
23,3,549349,15,10,4,12,3,4,1,0,0,40,38,0
58,5,33309,11,9,6,4,1,4,1,0,0,80,38,0
36,3,194905,9,13,6,9,4,4,0,0,0,44,38,0
23,3,77581,9,13,4,3,3,4,1,0,0,40,38,0
60,3,367695,7,12,2,0,0,4,1,0,0,40,38,1
20,3,227943,11,9,4,5,3,4,1,0,0,45,38,0
41,-1,129155,1,7,6,-1,2,2,0,0,0,40,38,0
30,3,115963,5,4,4,6,4,4,1,0,0,42,38,0
55,3,26716,0,6,4,13,1,4,1,0,0,60,38,0
41,3,142579,9,13,6,11,4,2,1,0,0,50,38,0
17,3,147339,0,6,4,9,3,3,0,0,0,15,38,0
74,0,181508,11,9,6,7,1,4,1,0,0,17,38,0
29,3,150861,15,10,4,0,1,4,0,0,0,40,23,0
23,5,519627,11,9,4,4,1,4,1,0,0,25,25,0
30,3,103649,9,13,2,0,5,2,0,0,0,40,38,1
34,3,69491,11,9,2,7,0,4,1,0,0,40,38,0
17,3,110723,1,7,4,11,3,4,0,0,0,25,38,0
60,3,85413,11,9,2,13,0,4,1,0,0,44,38,1
57,1,148509,9,13,2,9,0,1,1,0,0,35,18,0
53,3,156612,2,8,0,13,1,4,0,0,0,40,38,0
39,5,190023,9,13,2,11,0,4,1,0,0,60,38,0
31,3,203488,11,9,2,5,0,4,1,0,0,40,38,0
61,5,84409,10,16,2,9,0,4,1,0,0,40,38,1
38,4,124665,9,13,4,2,1,4,0,0,0,20,38,0
40,3,70645,13,1,4,7,1,4,0,0,0,20,38,0
73,5,300404,15,10,2,11,0,4,1,0,0,6,38,1
48,1,378221,9,13,2,3,0,4,1,0,0,60,25,1
23,3,217961,11,9,4,2,4,4,1,0,0,45,27,0
17,3,160968,1,7,4,0,3,4,1,0,0,16,38,0
34,3,188736,11,9,2,6,2,3,0,0,0,20,3,0
50,3,150999,12,14,2,9,0,4,1,0,1977,40,38,1
50,1,20795,15,10,2,10,0,4,1,0,0,40,38,1
17,3,231439,1,7,4,5,3,4,1,0,0,30,38,0
28,3,296450,9,13,2,9,0,4,1,0,0,40,38,0
41,6,227734,11,9,2,0,0,4,1,3464,0,40,38,0
35,3,589809,15,10,4,3,1,4,1,13550,0,60,38,1
40,3,316820,5,4,2,11,0,4,1,4064,0,40,38,0
35,3,33975,7,12,2,2,0,4,1,0,0,40,38,0
53,4,298215,9,13,2,11,0,4,1,0,0,45,38,1
34,3,213887,15,10,2,2,0,4,1,0,0,40,38,0
52,3,145879,15,10,2,11,0,4,1,0,0,65,38,0
39,6,142897,8,11,4,3,4,4,0,0,0,50,38,0
49,-1,481987,11,9,2,-1,0,4,1,0,0,60,38,0
31,3,117816,5,4,0,5,2,4,1,0,0,70,38,0
32,3,172714,11,9,4,2,3,4,1,0,0,40,38,0
62,5,182998,5,4,2,2,0,4,1,0,0,10,38,0
39,3,248445,4,3,2,5,0,4,1,0,0,40,25,0
17,3,268276,2,8,4,7,3,4,1,0,0,12,38,0
21,3,124589,11,9,4,11,3,4,0,0,0,40,38,0
43,3,336643,11,9,4,3,1,4,0,0,0,50,38,0
60,3,199378,11,9,2,2,0,4,1,0,0,40,38,0
41,3,304906,9,13,2,3,0,4,1,0,0,40,38,1
67,-1,37170,5,4,0,-1,1,4,1,0,0,3,38,0
23,-1,141003,11,9,4,-1,3,4,1,0,0,60,38,0
48,3,143299,11,9,4,6,1,2,1,0,0,40,38,0
46,3,360096,9,13,2,3,0,4,1,15024,0,60,38,1
34,3,176831,9,13,0,9,4,4,0,0,0,40,38,1
47,3,76612,11,9,2,9,0,4,1,0,0,50,38,0
35,-1,333305,15,10,2,-1,3,4,0,0,0,40,38,0
46,3,174386,11,9,4,7,4,4,0,0,0,24,38,0
48,1,328610,14,15,2,9,0,4,1,0,0,45,38,1
17,5,181317,0,6,4,4,3,4,1,0,0,35,38,0
44,3,125461,12,14,2,3,0,4,1,0,0,35,38,1
27,3,175034,9,13,4,0,1,4,0,0,0,40,38,0
47,3,280483,11,9,5,2,4,2,0,0,0,40,38,0
34,6,221966,9,13,4,9,1,4,1,0,0,45,38,0
65,3,420277,15,10,2,10,0,4,1,0,0,40,38,0
34,3,110622,9,13,4,3,1,1,0,0,0,40,29,0
29,3,146949,8,11,2,9,0,4,1,0,0,43,38,0
48,3,121424,9,13,2,3,0,4,1,0,0,55,38,1
22,3,146540,1,7,4,2,1,4,1,0,0,50,38,0
44,3,134120,11,9,2,0,5,4,0,0,0,40,38,1
24,3,275093,11,9,4,5,1,4,0,0,0,36,38,0
47,3,158924,11,9,2,12,5,4,0,0,0,40,38,0
46,3,188325,11,9,2,7,0,4,1,0,0,40,38,0
49,3,44434,15,10,0,12,2,4,1,0,0,35,38,0
41,3,227968,9,13,2,9,5,2,0,0,0,35,13,1
32,3,385959,11,9,4,2,3,4,1,0,0,50,38,0
66,3,193132,6,5,5,7,1,2,0,0,0,30,38,0
35,3,148903,11,9,2,7,5,4,0,0,0,16,38,1
26,3,261278,15,10,5,11,2,2,1,0,0,30,38,0
46,3,138626,15,10,2,2,0,4,1,0,0,40,38,0
24,3,227594,15,10,4,11,3,4,0,0,0,20,38,0
33,3,175697,9,13,2,3,0,4,1,15024,0,60,38,1
40,3,147206,11,9,2,2,0,4,1,0,0,40,38,1
29,3,176683,9,13,4,11,1,4,1,0,0,50,38,1
45,3,161819,1,7,5,0,4,2,0,0,0,25,38,0
29,3,251854,9,13,4,0,1,2,0,0,0,40,38,0
32,1,127651,11,9,2,2,0,4,1,0,0,40,38,1
29,3,147340,15,10,4,11,3,4,0,0,0,40,38,0
36,3,192939,12,14,2,9,0,4,1,0,1977,60,38,1
44,3,368757,15,10,2,6,0,4,1,0,0,40,38,0
44,3,159960,15,10,0,0,4,4,0,0,0,40,38,0
48,4,287647,10,16,2,9,0,4,1,7688,0,55,38,1
19,3,225294,11,9,4,7,3,2,0,0,0,40,38,0
30,3,112115,9,13,2,3,0,4,1,0,0,50,38,1
73,-1,177773,11,9,2,-1,0,4,1,0,0,15,38,0
43,6,230961,11,9,2,2,0,4,1,0,0,40,38,0
22,3,190903,1,7,2,0,5,4,0,0,0,20,38,0
32,3,113838,15,10,2,5,0,4,1,0,0,40,38,0
29,5,227890,9,13,4,9,1,2,1,0,0,40,38,0
44,3,120277,9,13,2,9,0,4,1,15024,0,50,21,1
27,5,334132,7,12,4,9,1,4,0,0,0,78,38,0
33,5,188957,9,13,4,11,1,4,0,0,0,40,38,0
33,3,195488,11,9,2,0,5,4,0,0,0,52,38,0
24,3,34446,15,10,4,12,1,4,0,0,0,37,38,0
51,5,121548,9,13,2,3,0,4,1,0,0,25,38,0
51,1,146181,6,5,2,13,0,2,1,0,0,40,38,0
24,3,100321,9,13,2,9,0,4,1,0,0,45,38,0
41,3,55854,9,13,2,9,0,4,1,0,0,56,38,1
23,3,140915,15,10,4,11,2,1,1,0,0,25,29,0
47,3,155489,11,9,2,13,0,4,1,7688,0,55,38,1
38,3,161016,15,10,0,9,1,4,0,0,0,32,38,0
19,-1,140590,2,8,4,-1,3,2,1,0,0,30,38,0
24,3,82804,11,9,4,5,4,2,0,0,0,40,38,0
27,3,423250,15,10,2,3,0,4,1,0,0,60,38,0
48,-1,266337,11,9,2,-1,0,4,1,0,0,40,38,0
50,6,24647,15,10,2,0,0,4,1,0,0,40,38,1
20,3,179423,15,10,4,5,3,4,0,0,0,8,38,0
52,3,154342,11,9,2,2,0,4,1,0,0,48,38,1
42,3,97142,5,4,2,13,0,4,1,0,0,40,38,0
80,3,249983,5,4,6,7,1,4,0,0,0,24,38,0
30,3,137076,11,9,2,13,0,4,1,0,0,40,38,1
27,1,163862,11,9,2,13,0,4,1,0,0,60,38,0
43,3,475322,15,10,2,13,0,4,1,0,0,50,38,1
45,5,67716,15,10,2,3,0,4,1,0,0,60,38,0
22,3,163911,15,10,4,0,3,4,0,0,0,20,38,0
42,0,172307,11,9,2,0,0,4,1,0,0,48,38,1
51,3,24185,9,13,2,2,0,4,1,0,0,40,38,1
21,3,141453,11,9,4,7,3,4,0,0,0,40,38,0
19,3,116562,11,9,4,7,3,4,0,0,0,40,38,0
47,3,256522,11,9,2,5,0,4,1,0,0,40,-1,0
45,3,179428,15,10,2,13,0,4,1,0,0,55,38,0
34,0,191342,9,13,2,0,0,1,1,0,0,38,38,0
55,6,153788,15,10,2,0,5,4,0,0,0,37,38,0
37,3,124293,15,10,2,0,0,4,1,0,0,50,38,0
43,3,197810,12,14,0,7,4,4,0,0,0,40,38,0
33,4,155781,15,10,2,2,0,4,1,0,0,60,-1,0
18,3,156874,2,8,4,7,3,4,1,0,0,27,38,0
56,3,282023,14,15,2,9,0,4,1,0,0,45,38,1
67,4,330144,12,14,2,11,0,4,1,0,0,48,38,1
62,3,162825,11,9,2,6,0,4,1,0,0,40,38,1
65,1,254413,15,10,0,3,1,4,0,0,0,40,38,0
40,3,210648,9,13,2,9,0,4,1,0,0,44,38,1
18,3,318082,15,10,4,11,3,4,1,0,0,35,38,0
28,3,181659,11,9,2,6,0,4,1,0,0,40,38,0
21,3,161415,15,10,4,2,1,4,1,0,0,50,38,0
39,3,191841,7,12,5,9,1,4,0,0,0,30,38,0
34,6,327902,9,13,2,9,0,4,1,0,0,55,38,0
37,3,111499,15,10,4,3,1,4,0,0,0,40,38,0
41,3,166813,15,10,2,11,0,4,1,0,0,55,38,0
30,3,154843,11,9,2,6,0,4,1,0,0,40,38,0
39,3,319248,0,6,4,7,4,4,0,0,0,25,25,0
35,3,343403,15,10,4,11,1,4,0,0,0,40,38,0
33,6,290614,11,9,2,7,0,4,1,0,0,40,38,0
24,3,128477,12,14,4,9,1,4,0,0,0,40,38,0
20,3,34310,15,10,4,11,3,4,1,0,0,20,38,0
47,3,418961,8,11,0,11,4,2,0,0,0,25,38,0
19,3,187570,11,9,4,2,3,4,1,0,0,20,38,0
21,3,221955,6,5,4,5,2,4,1,0,0,40,25,0
58,3,312131,12,14,2,11,0,4,1,0,0,40,38,0
31,3,49325,11,9,2,6,0,4,1,0,0,40,38,0
43,0,56063,9,13,2,11,0,4,1,0,0,60,38,0
63,-1,222289,9,13,2,-1,0,4,1,7688,0,54,38,1
31,3,330715,11,9,5,7,1,4,1,0,0,40,38,0
31,-1,213771,11,9,6,-1,4,4,0,0,0,36,38,0
30,6,54318,1,7,2,13,0,4,1,0,0,40,38,0
44,1,387844,2,8,2,5,0,4,1,0,0,40,38,0
67,-1,45537,12,14,2,-1,0,2,1,0,0,40,38,1
47,0,191858,7,12,2,0,0,4,1,0,0,40,38,1
37,3,140673,15,10,2,11,5,4,0,0,0,40,38,1
37,3,167777,11,9,2,13,0,4,1,0,0,52,38,0
54,3,343242,15,10,2,3,0,4,1,0,0,44,38,1
75,5,309955,14,15,2,9,0,4,1,0,2174,50,38,1
23,3,442274,2,8,4,0,4,4,1,0,0,40,38,0
46,3,213140,9,13,2,9,0,4,1,0,0,40,-1,1
27,1,230885,9,13,2,10,0,4,1,0,0,45,38,1
37,3,64922,9,13,5,7,1,4,1,0,0,70,8,0
34,3,206297,9,13,2,3,0,4,1,0,0,48,38,1
34,3,72793,9,13,4,7,1,4,0,0,0,15,38,0
43,1,227734,8,11,2,13,0,4,1,0,0,22,38,0
18,3,152004,1,7,4,7,3,2,1,0,0,20,38,0
34,3,203488,11,9,4,2,1,4,1,0,0,40,38,0
30,0,266463,11,9,2,0,0,4,1,0,0,40,38,1
33,6,119628,10,16,2,9,0,1,1,0,0,50,16,0
45,3,192835,9,13,2,3,0,4,1,0,1977,55,38,1
39,3,31670,11,9,2,4,0,4,1,0,0,65,38,0
51,3,306790,11,9,0,2,1,4,1,0,0,40,38,0
24,4,60668,11,9,4,2,3,4,1,0,0,40,38,0
76,5,253408,15,10,6,13,1,4,1,0,0,40,38,0
36,0,51089,9,13,2,0,0,4,1,0,0,50,38,1
32,3,157289,11,9,3,5,2,4,1,0,0,40,38,0
34,3,226872,9,13,0,11,1,4,0,0,0,40,38,0
38,3,171150,7,12,2,9,0,4,1,0,0,40,38,1
23,3,174626,11,9,4,5,3,4,1,0,0,25,38,0
32,3,194740,15,10,2,2,0,4,1,0,0,55,11,0
53,3,202720,6,5,3,6,4,2,1,0,0,75,13,0
56,3,201822,5,4,2,5,0,4,1,0,2002,40,38,0
29,3,84366,0,6,3,0,4,4,0,0,0,40,25,0
34,3,183811,15,10,4,5,1,4,1,0,0,40,38,0
40,4,64885,12,14,2,11,0,4,1,0,0,70,38,1
61,3,225970,11,9,2,12,0,4,1,0,0,40,38,1
40,3,276096,11,9,2,6,0,4,1,0,0,40,38,0
33,3,59944,11,9,4,13,1,4,1,0,0,40,38,0
35,3,150057,15,10,2,3,0,4,1,0,0,40,38,1
21,3,99199,11,9,4,6,3,4,1,0,0,32,38,0
51,3,204304,15,10,0,3,1,4,0,0,0,50,38,1
63,3,158609,8,11,6,0,4,4,0,0,0,8,38,0
42,3,374790,6,5,0,2,1,4,1,0,0,40,38,0
45,3,289353,11,9,2,13,0,2,1,0,0,24,38,0
41,3,280167,12,14,2,3,0,4,1,15024,0,70,38,1
42,3,228456,9,13,5,7,2,2,1,0,0,50,38,0
40,3,155190,0,6,4,2,2,2,1,0,0,55,38,0
25,3,313930,1,7,4,2,1,4,1,0,0,40,25,0
58,3,137547,9,13,2,7,0,1,1,0,0,40,34,0
19,3,39026,11,9,4,7,1,4,1,0,0,30,38,0
38,-1,181705,11,9,2,-1,0,4,1,0,0,24,38,0
28,6,200775,12,14,2,3,5,4,0,0,0,40,38,0
61,5,115882,3,2,2,2,0,4,1,0,0,20,38,0
22,6,151991,15,10,4,12,3,4,1,0,0,20,38,0
28,3,167336,15,10,4,3,1,4,0,10520,0,40,38,1
40,1,179580,11,9,2,0,5,4,0,0,0,40,38,0
30,1,327825,11,9,0,10,3,4,0,0,0,32,38,0
41,5,195124,11,9,4,11,1,4,1,0,0,50,-1,0
32,3,180296,15,10,0,0,4,4,0,0,0,40,38,0
51,3,355551,11,9,4,2,4,4,0,0,0,45,25,0
19,6,56424,2,8,4,13,3,2,1,0,0,20,38,0
49,3,148398,11,9,0,6,1,2,0,0,0,40,38,0
39,6,122011,12,14,2,9,5,4,0,5178,0,38,38,1
24,3,132320,9,13,4,3,3,4,1,0,0,45,38,0
67,-1,192916,11,9,2,-1,0,4,1,3818,0,11,38,0
90,3,171956,15,10,5,0,3,4,0,0,0,40,32,0
64,-1,169917,5,4,6,-1,1,4,0,0,0,4,38,0
30,3,377017,15,10,2,5,0,4,1,0,0,32,38,0
23,3,141272,9,13,4,7,3,2,0,0,0,30,38,0
20,-1,206671,15,10,4,-1,3,4,1,1055,0,50,38,0
46,1,199281,9,13,5,9,4,4,1,0,0,40,38,0
33,0,331615,10,16,2,9,0,4,1,0,1848,40,38,1
34,3,167497,15,10,2,3,5,4,0,7688,0,50,38,1
60,5,224377,11,9,2,11,0,4,1,0,0,40,38,0
49,3,80914,4,3,4,6,1,4,1,0,0,45,38,0
31,3,120857,11,9,2,11,5,4,0,0,0,18,38,0
43,3,117915,12,14,4,0,1,4,1,0,0,40,38,0
58,3,169611,11,9,2,0,5,4,0,0,0,40,38,0
34,3,134737,8,11,2,6,0,4,1,0,0,40,38,0
24,3,192201,15,10,4,3,1,2,0,0,0,20,38,0
55,3,89182,2,8,0,6,1,4,0,0,0,40,21,0
24,-1,267955,6,5,4,-1,3,4,0,0,0,20,38,0
36,6,243666,11,9,0,0,3,2,0,0,0,40,38,0
40,3,272343,11,9,2,0,5,4,0,0,0,40,38,1
34,3,133503,15,10,0,13,1,4,1,2174,0,40,38,0
45,6,252208,11,9,5,0,3,4,0,0,0,40,38,0
32,3,206365,11,9,4,7,1,2,0,0,0,40,38,0
41,-1,128700,11,9,4,-1,3,4,0,0,0,40,38,0
50,-1,222381,15,10,0,-1,4,4,1,0,0,40,38,0
30,3,151773,15,10,2,6,0,4,1,0,0,40,38,1
35,3,328301,7,12,1,0,5,4,0,0,0,40,38,0
90,3,175491,11,9,2,2,0,4,1,9386,0,50,6,1
42,3,178134,15,10,0,0,1,4,0,0,0,30,38,0
28,3,273269,15,10,4,2,1,2,1,0,0,40,38,0
56,3,56331,11,9,4,6,1,4,1,0,0,32,38,0
