age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
45,3,289230,9,13,0,9,4,4,0,0,0,48,38,1
41,3,187336,11,9,5,0,4,4,0,0,0,40,38,0
31,3,234387,11,9,0,3,4,2,0,0,0,40,38,0
40,3,70645,13,1,4,7,1,4,0,0,0,20,38,0
30,3,55481,12,14,4,12,4,4,1,0,0,45,26,0
28,3,184831,15,10,4,2,4,4,1,0,0,40,38,0
29,0,184723,15,10,4,7,1,4,0,0,0,40,38,1
23,3,197904,11,9,4,7,4,4,0,0,0,35,38,0
42,3,217826,11,9,4,2,3,2,1,0,0,40,-1,0
43,3,300528,15,10,2,13,0,4,1,0,0,40,38,0
31,3,62165,11,9,4,7,3,2,1,0,0,40,38,0
43,3,397280,7,12,4,9,1,4,1,0,0,50,38,1
31,6,181824,9,13,2,9,5,4,0,0,1902,35,38,1
26,4,246025,11,9,5,11,4,4,0,0,0,20,15,0
52,1,186117,11,9,2,10,0,4,1,0,0,56,38,1
54,3,340476,11,9,5,11,4,4,0,0,0,35,38,0
20,3,113307,5,4,4,6,2,4,1,0,0,40,38,0
33,3,192644,11,9,5,5,4,4,1,0,0,35,32,0
26,6,152457,11,9,4,10,1,4,1,0,0,40,38,0
32,3,134886,11,9,2,0,5,4,0,0,0,40,38,1
43,3,118536,11,9,0,6,2,2,1,0,0,40,38,0
41,1,213019,12,14,0,9,4,4,0,0,0,40,38,0
21,-1,204226,15,10,4,-1,4,4,0,0,0,35,38,0
33,3,132601,9,13,2,11,0,4,1,0,0,55,38,1
23,-1,55492,8,11,4,-1,1,0,0,0,0,30,38,0
28,3,147560,15,10,2,11,0,4,1,0,1902,55,38,1
40,3,219591,0,6,2,2,0,4,1,0,0,50,38,0
25,3,233461,7,12,4,12,1,4,1,0,0,30,38,0
22,6,124942,15,10,4,7,3,4,1,0,0,45,38,0
18,3,84253,1,7,4,7,3,4,0,0,0,24,38,0
26,1,425092,12,14,4,9,1,4,0,2174,0,40,38,0
41,3,439919,4,3,2,4,0,4,1,3411,0,40,25,0
45,3,106113,15,10,2,3,0,4,1,0,0,40,38,1
29,3,166210,15,10,0,12,1,4,1,0,0,55,38,0
46,3,110171,15,10,2,2,0,4,1,7688,0,40,38,1
19,3,243941,15,10,4,11,3,0,0,0,1721,25,38,0
25,3,34803,9,13,4,3,3,4,0,0,0,20,38,0
50,3,124094,11,9,2,2,0,4,1,0,0,40,30,0
49,1,276247,15,10,2,10,0,4,1,0,0,40,38,0
33,5,270889,11,9,4,13,1,4,1,0,0,60,38,0
54,3,172962,11,9,2,11,0,4,1,0,0,40,38,0
30,4,84119,9,13,4,3,3,4,1,0,0,43,38,0
54,3,185407,9,13,2,3,0,4,1,0,0,60,38,1
22,-1,313786,11,9,0,-1,2,2,0,0,0,40,38,0
45,3,264526,7,12,0,6,3,4,1,0,0,40,38,0
24,3,32311,15,10,2,7,5,4,0,0,0,40,38,0
42,3,154076,11,9,2,9,0,4,1,7688,0,50,38,1
38,3,91039,12,14,2,3,0,4,1,0,0,65,38,1
35,3,195744,11,9,2,7,0,4,1,0,0,40,38,0
33,6,121245,9,13,2,9,0,4,1,0,0,60,38,1
46,3,130364,11,9,4,2,4,4,1,0,0,40,38,0
69,3,108196,0,6,4,2,2,4,1,0,0,40,38,0
25,3,313930,1,7,4,2,1,4,1,0,0,40,25,0
40,3,336707,8,11,5,2,1,4,0,0,0,60,38,0
55,3,239404,0,6,2,13,0,2,1,0,0,45,38,0
54,3,377701,11,9,2,7,0,4,1,0,0,32,25,0
30,3,109282,15,10,4,11,3,4,1,0,0,20,38,0
17,3,244589,1,7,4,11,3,4,0,0,0,40,38,0
22,3,211361,9,13,4,3,1,4,0,0,0,30,38,0
56,3,282023,12,14,2,9,0,4,1,0,0,40,38,1
44,0,218062,15,10,0,0,4,2,0,0,0,40,38,0
25,3,179462,5,4,4,5,4,4,1,0,0,40,38,0
22,3,162282,8,11,4,3,3,4,1,0,0,40,38,0
29,3,133420,15,10,2,2,0,4,1,5013,0,40,38,0
37,3,212465,11,9,2,2,0,4,1,0,0,40,38,0
35,4,189404,15,10,2,11,0,4,1,0,1740,40,38,0
26,3,121559,11,9,2,2,0,4,1,0,0,40,38,0
39,3,156897,11,9,4,2,3,4,1,0,2258,42,38,1
18,3,130849,15,10,4,11,3,4,0,0,0,15,38,0
37,5,338320,12,14,4,3,1,4,1,0,0,60,38,0
31,3,178370,11,9,0,7,4,4,0,0,0,99,38,1
29,3,145592,11,9,4,2,1,4,1,0,0,40,12,0
32,5,261056,9,13,4,9,3,2,0,2174,0,60,-1,0
58,3,312131,12,14,2,11,0,4,1,0,0,40,38,0
22,3,236907,15,10,4,5,3,4,1,0,0,20,38,0
47,3,51835,14,15,2,9,5,4,0,0,1902,60,15,1
46,3,203039,9,13,2,11,0,4,1,0,0,48,38,0
90,3,90523,11,9,6,13,4,4,1,0,0,99,38,0
28,3,337664,11,9,4,6,3,4,1,0,0,40,38,0
56,3,92215,6,5,0,2,1,4,0,0,0,40,38,1
56,3,56331,11,9,4,6,1,4,1,0,0,32,38,0
41,3,130408,11,9,0,11,4,2,0,0,0,38,38,0
21,3,253612,15,10,4,9,3,4,0,1055,0,32,38,0
30,3,391114,11,9,2,5,0,4,1,0,0,60,38,0
39,4,241153,12,14,2,3,0,4,1,0,0,50,38,0
26,3,150062,11,9,2,11,0,4,1,0,0,50,38,0
40,4,49249,9,13,2,3,0,4,1,0,0,50,38,1
48,3,34845,11,9,0,2,2,4,1,0,0,40,38,0
20,6,37482,15,10,4,0,3,4,0,0,0,40,38,0
44,6,87282,9,13,4,9,1,1,0,0,0,38,38,0
49,-1,481987,11,9,2,-1,0,4,1,0,0,60,38,0
35,3,81259,9,13,4,0,1,4,0,0,0,43,38,0
23,3,240063,9,13,4,6,3,4,1,0,0,25,38,0
81,-1,147097,9,13,6,-1,1,4,1,0,0,5,38,0
36,3,41624,0,6,2,2,0,4,1,0,0,70,25,0
22,3,180052,15,10,4,4,3,4,1,0,0,10,38,0
39,3,59313,2,8,3,13,1,2,1,0,0,45,-1,0
41,3,343121,11,9,0,0,4,4,0,0,0,36,38,0
36,3,311255,11,9,2,6,0,2,1,0,0,40,13,0
18,3,266681,1,7,4,7,3,4,1,0,0,20,38,0
18,-1,200525,1,7,4,-1,3,4,0,0,0,25,38,0
37,1,365430,15,10,2,0,0,4,1,0,0,40,1,1
27,3,35032,15,10,2,5,0,4,1,0,0,40,38,1
31,3,217460,11,9,0,2,1,4,1,0,0,45,38,0
22,3,267174,11,9,4,5,3,2,1,0,0,40,38,0
21,3,62339,0,6,4,5,1,4,1,0,0,40,38,0
38,3,173968,11,9,2,2,0,4,1,0,0,45,38,0
53,6,50048,10,16,2,9,0,4,1,7688,0,50,38,1
52,3,226084,11,9,6,8,2,4,0,0,0,40,38,0
33,3,219034,1,7,4,11,1,4,0,0,0,40,38,0
27,3,180553,11,9,5,6,4,4,0,0,0,40,38,0
39,4,122742,7,12,2,3,0,4,1,15024,0,55,38,1
29,3,133625,11,9,2,5,0,2,1,0,0,40,38,0
29,3,543477,15,10,4,0,3,2,0,0,0,40,38,0
34,3,203488,11,9,4,2,1,4,1,0,0,40,38,0
19,3,226913,15,10,4,11,3,4,0,0,0,20,38,0
48,3,119471,8,11,2,7,0,1,1,0,0,56,29,1
51,3,185283,15,10,2,3,0,4,1,0,0,45,38,1
43,3,184018,7,12,2,9,0,4,1,0,0,50,38,0
34,1,119411,11,9,0,10,4,4,1,0,0,40,31,0
52,3,108435,12,14,2,3,0,4,1,0,1902,50,11,1
43,3,239161,15,10,2,11,0,0,1,0,0,40,38,0
37,3,213008,8,11,2,9,0,4,1,0,0,40,23,0
30,3,155343,11,9,2,2,0,4,1,5013,0,40,38,0
31,3,48588,15,10,2,2,0,4,1,0,0,40,38,0
27,3,66473,9,13,2,3,0,4,1,0,0,40,38,1
30,5,250499,15,10,2,0,5,4,0,0,0,55,38,1
25,3,349190,7,12,4,5,3,4,1,0,0,20,38,0
56,1,238582,15,10,2,2,0,4,1,0,0,41,38,1
22,6,255575,7,12,4,9,1,4,0,0,0,15,38,0
44,3,187821,9,13,2,13,0,4,1,0,0,55,38,0
46,3,173243,15,10,2,12,0,4,1,5178,0,40,38,1
49,3,83622,7,12,5,0,1,4,0,2597,0,40,38,0
61,4,171831,11,9,2,3,0,4,1,2829,0,45,38,0
27,3,220754,10,16,4,0,3,4,0,0,0,40,38,0
65,3,123965,9,13,6,7,1,4,0,0,0,40,38,0
35,1,331395,8,11,2,10,0,4,1,0,0,42,38,0
46,0,207022,9,13,2,3,0,4,1,7688,0,40,38,1
26,3,179772,9,13,4,3,1,4,0,0,0,45,38,0
28,3,251905,9,13,2,9,0,4,1,0,0,50,38,0
40,3,210648,9,13,2,9,0,4,1,0,0,44,38,1
30,3,148524,11,9,2,13,0,4,1,0,2057,40,38,0
35,3,255702,11,9,4,7,3,4,0,0,0,27,38,0
57,4,412952,15,10,2,9,0,4,1,0,0,40,38,0
25,3,188767,11,9,4,2,3,4,1,0,0,40,38,0
58,3,104613,7,12,2,3,0,4,1,0,0,50,38,1
22,1,238831,15,10,4,10,3,4,1,0,0,40,38,0
59,4,187502,15,10,2,2,0,4,1,0,0,50,38,1
29,3,211299,8,11,4,11,1,2,1,0,0,45,38,0
60,3,232337,5,4,0,6,1,4,1,0,0,40,38,0
43,3,162003,15,10,0,6,1,4,1,0,0,40,38,0
44,1,171589,8,11,2,2,0,4,1,7688,0,40,38,1
32,3,420895,11,9,2,13,0,4,1,0,0,40,38,0
46,3,269652,15,10,2,2,0,4,1,4386,0,38,38,1
44,3,230592,9,13,4,12,1,4,1,0,0,35,38,0
71,3,138145,6,5,2,7,0,4,1,0,0,40,38,0
35,5,194404,7,12,4,4,1,4,1,0,0,40,38,0
25,3,1484705,15,10,0,3,4,4,0,0,0,25,38,0
26,3,137367,15,10,4,5,2,1,1,0,0,44,29,0
40,3,283174,8,11,2,4,0,4,1,0,0,60,38,0
35,3,208106,11,9,2,11,0,4,1,0,0,40,6,0
35,3,49749,15,10,0,0,1,4,0,0,0,40,38,1
22,3,89991,15,10,4,7,3,4,0,0,0,11,38,0
21,3,314165,15,10,4,11,3,4,1,0,0,40,3,0
60,3,225014,11,9,0,7,1,4,0,0,0,40,38,0
26,3,262617,11,9,2,2,0,4,1,0,0,48,38,0
32,3,27051,9,13,2,0,0,4,1,0,0,44,38,0
33,3,195488,11,9,2,0,5,4,0,0,0,52,38,0
58,3,142924,12,14,4,0,1,4,0,0,0,24,38,1
57,5,174760,7,12,3,4,4,0,1,0,0,40,38,0
32,3,30271,15,10,0,3,4,4,0,0,0,30,38,0
27,0,276776,15,10,2,12,0,4,1,0,0,40,38,1
30,3,206325,1,7,2,2,0,4,1,0,0,45,38,0
37,3,117381,12,14,2,9,0,4,1,0,0,45,38,0
25,3,108505,11,9,4,5,1,4,1,0,0,45,38,0
38,6,188303,15,10,2,10,0,4,1,7688,0,40,38,1
35,3,153790,15,10,4,11,1,0,0,0,0,40,38,0
23,3,162945,5,4,4,7,3,4,1,0,0,35,38,0
45,6,213646,9,13,2,3,0,4,1,7298,0,40,38,1
55,3,164857,15,10,0,6,3,4,1,0,0,40,38,0
61,3,97030,15,10,0,7,1,4,0,0,0,30,38,0
21,3,174503,11,9,4,0,1,4,0,0,0,30,38,0
34,3,106014,15,10,0,2,1,4,1,0,0,60,38,0
53,4,134793,15,10,2,3,0,4,1,15024,0,50,38,1
62,6,202056,9,13,0,9,1,4,1,14084,0,40,38,1
49,5,130206,11,9,0,7,1,4,0,0,0,40,38,0
53,3,137428,5,4,2,13,0,4,1,0,0,60,38,1
69,3,114801,11,9,2,7,0,4,1,0,0,20,38,0
18,-1,151463,1,7,4,-1,2,4,1,0,0,7,38,0
45,6,271962,9,13,0,10,1,4,0,0,0,40,38,0
41,6,47170,9,13,2,9,5,0,0,0,0,48,38,1
62,3,201928,11,9,6,2,4,2,0,0,0,40,38,0
44,1,231793,10,16,3,9,4,4,0,0,0,38,38,0
51,3,312477,15,10,2,13,0,4,1,3908,0,40,38,0
29,3,86613,3,2,4,7,1,4,1,0,0,20,7,0
30,3,188403,15,10,4,6,1,4,1,0,0,40,38,0
28,3,224634,9,13,2,9,5,4,0,0,0,45,38,1
32,3,302845,11,9,2,3,5,4,0,0,0,48,38,0
47,0,402975,15,10,2,3,0,2,1,0,0,40,38,0
37,5,36989,15,10,2,4,0,4,1,0,0,40,38,0
51,3,68882,3,2,6,7,4,4,0,0,0,35,31,0
46,1,199281,9,13,5,9,4,4,1,0,0,40,38,0
23,3,376383,11,9,4,7,4,4,1,0,0,35,25,0
17,3,111332,1,7,4,11,3,4,0,0,0,20,38,0
26,3,350853,4,3,4,13,1,4,1,0,0,40,-1,0
29,1,219906,9,13,2,9,5,4,0,0,0,25,38,1
42,3,274198,4,3,2,6,5,4,0,0,0,38,25,0
23,3,228243,15,10,4,2,1,4,1,0,0,44,38,0
38,3,225707,11,9,2,6,0,4,1,0,0,40,4,1
38,3,277347,11,9,2,2,0,4,1,0,0,50,38,0
28,5,190836,11,9,2,11,0,4,1,0,0,50,38,1
46,3,423222,9,13,2,3,0,4,1,7688,0,40,38,1
28,3,142712,11,9,4,5,3,4,1,0,0,40,38,0
40,3,174395,11,9,0,7,1,4,1,0,0,60,11,0
34,3,62124,11,9,5,7,1,2,1,0,0,40,38,0
45,-1,215943,11,9,2,-1,0,4,1,0,0,40,38,0
35,-1,333305,15,10,2,-1,3,4,0,0,0,40,38,0
19,3,41745,15,10,4,3,3,4,0,0,0,40,38,0
39,3,193260,15,10,2,0,0,1,1,0,0,25,25,0
27,1,92431,15,10,4,10,1,4,1,0,2231,40,38,1
47,6,205712,15,10,2,7,0,4,1,0,0,38,38,0
44,3,190739,11,9,4,7,2,2,1,0,0,32,38,0
20,3,124751,15,10,4,8,3,4,0,0,0,20,38,0
28,3,126129,15,10,4,0,1,4,0,0,0,40,38,0
64,3,477697,11,9,2,3,0,4,1,0,0,16,38,0
50,4,127315,9,13,2,3,0,4,1,15024,0,60,38,1
17,3,230789,6,5,4,11,3,2,1,0,0,22,38,0
60,3,85413,11,9,2,13,0,4,1,0,0,44,38,1
24,-1,138504,11,9,5,-1,4,2,0,0,0,37,38,0
32,3,113838,15,10,2,5,0,4,1,0,0,40,38,0
31,3,273324,15,10,4,7,3,4,1,0,1721,16,38,0
31,3,159123,9,13,2,9,0,4,1,0,0,60,38,1
29,3,106179,9,13,4,0,1,4,0,0,0,35,1,0
40,3,139193,11,9,0,6,1,4,1,0,1980,48,38,0
43,3,108945,15,10,0,9,4,4,0,0,0,38,38,0
63,0,97855,12,14,2,3,0,4,1,0,0,50,38,1
43,3,233130,11,9,0,11,1,4,1,0,0,20,38,0
25,3,50053,11,9,4,7,1,2,1,0,0,40,23,0
32,3,344129,11,9,2,6,0,4,1,0,0,40,38,1
50,3,166565,11,9,2,13,0,4,1,0,0,40,38,0
34,3,136721,11,9,0,3,1,4,0,0,0,40,38,0
48,0,188081,11,9,2,0,0,4,1,0,0,40,38,1
24,3,153082,11,9,4,11,1,4,1,0,0,30,38,0
55,-1,123382,11,9,5,-1,1,2,0,0,2001,40,38,0
50,3,283676,15,10,0,2,1,4,1,0,0,40,38,0
45,1,140644,9,13,0,10,1,4,1,0,0,40,38,1
23,3,235894,1,7,2,3,0,4,1,0,0,55,38,0
56,3,110003,12,14,2,9,0,4,1,0,0,40,38,1
24,3,227594,15,10,4,11,3,4,0,0,0,20,38,0
22,3,189203,9,13,4,9,1,4,1,0,0,50,38,0
54,4,108435,9,13,2,11,0,4,1,0,0,50,38,1
25,3,251854,15,10,4,0,1,2,0,0,0,40,22,0
30,1,235271,9,13,2,9,0,4,1,0,0,50,38,1
26,3,186151,11,9,5,12,3,4,0,0,0,40,38,0
67,0,65475,11,9,2,12,0,4,1,0,0,40,38,1
22,-1,219233,11,9,4,-1,3,2,1,0,1602,30,38,0
25,1,167835,9,13,2,9,5,4,0,0,0,38,38,1
56,3,159724,15,10,2,13,0,4,1,0,0,40,38,1
63,-1,126540,15,10,0,-1,1,4,0,0,0,5,38,0
21,3,296158,11,9,4,7,3,4,1,0,0,40,38,0
18,-1,31008,15,10,4,-1,3,4,0,0,0,30,38,0
49,3,28334,15,10,2,3,0,4,1,0,0,45,38,1
22,3,396895,4,3,2,2,0,4,1,0,0,35,25,0
32,3,198068,11,9,2,2,0,4,1,0,0,40,38,0
31,3,114691,11,9,2,6,0,4,1,0,0,40,38,1
28,3,171133,8,11,4,0,3,4,0,0,0,40,38,0
18,3,88642,15,10,4,11,3,4,1,0,0,15,38,0
25,3,241825,15,10,4,3,3,4,1,0,0,46,38,0
26,1,386949,11,9,0,0,4,4,0,0,0,25,38,0
35,3,116541,12,14,4,9,3,4,1,0,0,44,38,1
61,5,36671,11,9,2,4,0,4,1,0,2352,50,38,0
23,3,664670,11,9,4,2,3,2,1,0,0,40,38,0
55,3,419732,15,10,0,7,4,4,0,0,0,38,38,0
20,3,164775,4,3,4,5,2,4,1,0,0,40,12,0
49,0,94754,12,14,2,0,0,4,1,0,0,40,38,1
37,3,220644,11,9,0,7,4,2,0,0,0,40,-1,0
41,3,183105,11,9,5,6,4,4,0,0,0,44,4,0
50,3,143953,11,9,2,11,0,4,1,0,0,65,38,1
19,-1,234519,15,10,4,-1,3,4,1,0,0,35,38,0
28,3,25955,15,10,4,2,3,0,1,0,0,40,38,0
37,0,48779,9,13,2,9,0,4,1,0,0,40,38,0
29,6,243875,8,11,0,0,3,4,1,0,0,40,38,0
45,3,183598,11,9,0,0,1,4,0,0,0,40,38,0
21,3,72593,11,9,4,7,3,4,1,0,0,40,38,0
48,3,98719,11,9,6,7,1,4,0,0,0,44,38,0
23,3,140915,15,10,4,11,2,1,1,0,0,25,29,0
44,3,187720,11,9,2,2,0,4,1,0,0,41,38,0
25,3,131463,9,13,2,9,0,4,1,0,0,40,38,0
46,4,181413,7,12,2,3,5,4,0,0,0,40,38,0
48,4,193188,9,13,2,3,0,4,1,0,0,40,38,1
44,0,201435,8,11,2,2,0,2,1,0,0,40,38,1
60,5,27886,15,10,2,3,0,4,1,0,0,40,38,1
36,1,298717,11,9,2,3,0,4,1,0,0,40,38,0
31,3,53042,15,10,2,6,0,2,1,0,0,40,37,0
53,1,321770,11,9,3,13,2,4,0,0,0,35,38,0
32,3,126838,11,9,4,2,1,4,1,0,0,40,38,0
28,4,210295,1,7,2,2,0,4,1,0,0,50,38,1
37,3,86551,9,13,2,3,0,4,1,0,0,50,38,1
38,3,203169,8,11,2,2,0,4,1,0,0,50,38,1
24,3,52028,3,2,2,7,3,1,0,0,0,5,39,0
78,-1,135839,11,9,6,-1,1,4,0,1086,0,20,38,0
52,6,254285,9,13,2,9,0,4,1,0,0,40,38,0
59,4,52822,9,13,2,2,0,4,1,0,0,60,38,0
46,6,247992,5,4,4,7,1,2,0,0,0,40,38,0
27,0,508336,9,13,4,3,1,2,1,0,0,48,38,0
67,-1,159542,4,3,6,-1,4,2,0,0,0,40,38,0
25,3,124111,11,9,4,7,1,4,0,0,0,38,38,0
45,3,82797,9,13,2,3,0,4,1,0,0,45,38,1
46,3,117849,15,10,2,11,0,4,1,15024,0,40,38,1
36,3,411797,9,13,4,9,3,4,0,0,0,35,38,1
22,3,162667,11,9,4,5,3,4,1,0,0,50,31,0
60,1,212856,12,14,2,9,0,4,1,0,0,40,-1,1
23,3,166371,15,10,4,12,3,4,1,0,0,60,38,0
24,3,403671,11,9,2,2,0,4,1,0,0,60,38,0
52,3,190909,11,9,2,3,0,4,1,0,0,40,38,1
23,3,56774,11,9,4,2,3,4,1,0,0,40,38,0
22,3,186849,1,7,0,11,3,4,1,0,0,50,38,0
21,3,231160,15,10,4,7,3,4,1,0,0,25,38,0
28,3,181776,9,13,4,7,1,4,0,0,0,50,38,0
60,6,69251,12,14,2,9,0,1,1,0,0,38,2,1
20,3,161708,15,10,4,11,3,4,0,0,0,35,38,0
38,3,97083,15,10,2,0,5,2,0,0,0,40,38,0
25,3,120535,11,9,0,11,4,4,0,0,0,40,38,0
41,3,182370,7,12,0,2,3,4,1,0,0,40,38,0
39,5,194668,11,9,2,3,0,4,1,0,0,16,38,0
47,0,119199,15,10,0,0,4,4,0,0,0,40,38,0
46,4,120121,9,13,2,11,0,4,1,0,0,50,38,1
23,3,200677,0,6,4,6,1,4,0,0,0,40,38,0
47,5,162924,9,13,0,3,1,1,1,0,0,60,23,0
55,3,276229,15,10,0,12,1,4,0,0,0,40,38,0
21,3,27049,11,9,4,8,1,4,0,0,0,25,38,0
33,1,222654,15,10,2,5,0,4,1,0,0,66,-1,0
51,1,349431,11,9,2,2,0,4,1,4386,0,40,38,1
40,1,244522,12,14,2,9,0,4,1,0,1902,48,38,1
46,3,58683,9,13,2,3,0,4,1,15024,0,55,38,1
31,0,101345,11,9,4,5,3,4,0,0,0,40,38,0
39,3,166744,11,9,4,7,3,4,0,0,0,38,38,0
30,3,152453,1,7,2,7,0,4,1,0,0,40,25,0
54,3,291755,9,13,2,3,0,4,1,0,0,45,38,1
59,3,121912,15,10,2,3,0,4,1,0,0,40,38,1
21,3,179720,11,9,4,7,2,4,0,0,0,30,38,0
41,3,227968,9,13,2,9,5,2,0,0,0,35,13,1
42,3,178134,15,10,0,0,1,4,0,0,0,30,38,0
35,3,47707,11,9,4,7,1,2,0,0,0,40,38,0
40,6,50093,12,14,0,9,4,4,0,0,0,20,38,0
28,3,273269,15,10,4,2,1,2,1,0,0,40,38,0
49,3,117095,11,9,5,6,4,4,0,0,0,40,38,0
30,5,164190,14,15,4,9,3,4,1,0,0,40,38,0
21,3,164920,15,10,4,7,3,4,0,0,0,40,38,0
51,3,306108,10,16,4,9,1,4,1,0,0,40,38,1
33,4,374905,11,9,2,11,0,4,1,0,0,50,38,1
36,3,145576,12,14,2,0,0,4,1,0,1977,40,23,1
31,3,121308,1,7,4,7,1,4,1,0,0,40,38,0
40,3,119493,15,10,4,3,3,4,0,0,0,40,38,0
46,3,360096,9,13,2,3,0,4,1,15024,0,60,38,1
25,3,181896,9,13,4,0,3,4,0,0,0,40,38,0
48,3,307440,9,13,2,12,0,1,1,0,0,45,29,1
34,6,327902,9,13,2,9,0,4,1,0,0,55,38,0
61,3,355645,11,9,2,11,0,2,1,0,0,40,38,0
53,4,298215,9,13,2,11,0,4,1,0,0,45,38,1
54,5,57101,11,9,2,2,0,4,1,0,0,35,38,0
21,3,132053,15,10,4,0,3,4,0,0,1721,35,38,0
54,5,83311,14,15,2,9,0,4,1,0,0,30,38,1
38,6,143774,15,10,5,3,1,4,0,0,0,45,38,0
52,4,74712,11,9,2,11,0,1,1,0,0,40,38,1
23,3,205865,9,13,4,3,3,4,1,0,0,28,38,0
28,3,181291,9,13,4,3,1,4,0,0,1564,50,38,1
35,3,112271,15,10,2,2,0,4,1,0,0,45,38,0
57,5,56480,11,9,2,3,0,4,1,0,0,1,38,0
50,3,171225,9,13,2,3,0,1,1,0,0,40,29,1
18,3,201554,15,10,4,6,1,4,0,0,0,15,38,0
33,3,170651,11,9,4,7,3,4,0,1055,0,40,38,0
55,3,190514,5,4,2,0,0,4,1,0,0,75,38,0
41,3,266510,11,9,4,7,3,4,1,0,0,40,38,0
47,3,76612,11,9,2,9,0,4,1,0,0,50,38,0
34,3,34374,15,10,4,7,1,4,1,0,0,50,38,0
30,6,137613,12,14,2,9,0,1,1,0,0,20,35,0
52,3,177366,11,9,5,7,2,4,0,0,0,20,38,0
50,3,108435,12,14,2,3,0,4,1,99999,0,60,38,1
53,3,142411,8,11,0,9,4,4,0,0,0,40,38,0
23,3,177087,1,7,4,0,4,2,1,0,0,35,38,0
26,3,282304,15,10,4,11,1,4,1,0,0,45,38,0
58,4,174864,11,9,2,11,0,4,1,0,0,55,38,1
47,0,204900,11,9,2,9,5,2,0,0,0,40,38,0
41,1,112763,12,14,0,9,4,4,0,7430,0,36,38,1
30,3,108386,7,12,2,2,0,4,1,0,0,40,38,0
46,3,216666,6,5,2,6,0,4,1,0,0,40,12,0
56,3,53366,5,4,0,13,4,4,1,0,0,40,38,0
22,3,306593,11,9,4,2,3,4,1,0,0,40,38,0
37,3,70240,11,9,4,7,3,1,0,0,0,40,29,0
32,1,230912,12,14,4,9,1,4,0,4865,0,40,38,0
47,5,248776,12,14,4,3,1,2,1,0,0,25,38,0
58,3,298601,6,5,2,6,0,2,1,3781,0,40,38,0
61,6,124971,10,16,2,9,0,4,1,0,0,40,-1,1
32,3,180603,9,13,2,11,0,4,1,0,0,40,38,1
51,4,189183,9,13,2,3,0,4,1,0,0,40,38,0
62,5,39630,11,9,2,13,0,4,1,0,0,48,38,0
22,3,88126,9,13,4,3,3,4,1,0,0,40,38,0
27,3,213842,9,13,4,0,3,4,1,0,0,38,38,0
26,3,214413,1,7,4,6,4,4,1,6497,0,48,38,0
24,3,34446,15,10,4,12,1,4,0,0,0,37,38,0
28,3,161087,15,10,4,3,1,2,0,0,0,45,22,0
39,3,139743,11,9,5,0,1,4,0,0,0,20,38,0
29,3,274969,11,9,4,2,4,4,0,0,0,42,38,0
29,3,393264,9,13,4,9,1,4,1,0,0,40,38,0
33,5,188957,9,13,4,11,1,4,0,0,0,40,38,0
32,1,112650,11,9,2,10,0,4,1,0,0,40,38,0
49,3,185859,11,9,2,2,0,4,1,0,0,43,38,0
35,-1,129305,11,9,2,-1,0,4,1,0,0,40,38,0
37,3,133328,11,9,0,11,4,4,0,0,0,40,38,0
25,3,209286,15,10,2,2,0,4,1,0,0,40,38,0
32,3,167990,11,9,2,3,0,4,1,0,0,40,20,0
56,-1,32855,11,9,0,-1,1,4,1,0,0,40,38,0
47,3,150768,9,13,0,5,1,4,1,0,1564,51,38,1
