age,workclass,fnlwgt,education,education.num,marital.status,occupation,relationship,race,sex,capital.gain,capital.loss,hours.per.week,native.country,income
25.0,3.0,,9.0,13.0,4.0,3.0,3.0,4.0,0.0,,0.0,20.0,38.0,0
,3.0,,,9.0,2.0,2.0,,,1.0,0.0,0.0,40.0,,0
,1.0,276247.0,15.0,10.0,2.0,10.0,0.0,4.0,,0.0,0.0,40.0,38.0,0
33.0,5.0,270889.0,,9.0,4.0,13.0,1.0,4.0,,0.0,0.0,60.0,38.0,0
54.0,3.0,172962.0,11.0,9.0,2.0,11.0,0.0,4.0,1.0,0.0,0.0,40.0,38.0,0
30.0,4.0,84119.0,9.0,13.0,4.0,3.0,,4.0,1.0,,0.0,43.0,38.0,0
54.0,3.0,,9.0,13.0,2.0,3.0,0.0,,,0.0,0.0,60.0,,1
22.0,-1.0,313786.0,,9.0,,,2.0,2.0,,,0.0,40.0,38.0,0
45.0,3.0,,7.0,12.0,0.0,6.0,3.0,4.0,,0.0,0.0,40.0,38.0,0
,,,15.0,,2.0,7.0,,4.0,0.0,0.0,,40.0,,0
,3.0,154076.0,,9.0,,9.0,,4.0,1.0,7688.0,0.0,50.0,38.0,1
,3.0,91039.0,12.0,,2.0,3.0,0.0,4.0,,0.0,,65.0,38.0,1
35.0,,,11.0,,2.0,,0.0,,,0.0,0.0,40.0,38.0,0
33.0,6.0,,,13.0,2.0,,,4.0,1.0,0.0,0.0,60.0,38.0,1
46.0,3.0,,11.0,9.0,4.0,,,4.0,1.0,0.0,0.0,40.0,38.0,0
69.0,3.0,108196.0,0.0,6.0,4.0,2.0,2.0,4.0,,,,,,0
,3.0,313930.0,1.0,7.0,,2.0,,4.0,1.0,,0.0,40.0,25.0,0
40.0,,336707.0,,11.0,5.0,2.0,1.0,4.0,,,0.0,60.0,,0
,,239404.0,0.0,6.0,2.0,13.0,0.0,,1.0,,0.0,45.0,,0
,,377701.0,11.0,9.0,2.0,7.0,0.0,,1.0,0.0,0.0,32.0,25.0,0
,,109282.0,15.0,,4.0,,3.0,4.0,1.0,0.0,0.0,20.0,38.0,0
17.0,3.0,244589.0,,7.0,4.0,,,4.0,0.0,0.0,0.0,,38.0,0
22.0,,211361.0,9.0,13.0,4.0,3.0,1.0,4.0,0.0,,0.0,30.0,38.0,0
56.0,,282023.0,12.0,14.0,2.0,9.0,,,1.0,0.0,0.0,40.0,,1
,,218062.0,15.0,10.0,0.0,0.0,4.0,2.0,,,,40.0,38.0,0
,3.0,,5.0,4.0,4.0,5.0,,,1.0,,,,38.0,0
22.0,3.0,162282.0,,,4.0,,3.0,4.0,1.0,0.0,,40.0,38.0,0
29.0,3.0,133420.0,15.0,10.0,2.0,2.0,0.0,,1.0,5013.0,0.0,,38.0,0
37.0,3.0,212465.0,,9.0,2.0,2.0,0.0,4.0,,0.0,,40.0,38.0,0
35.0,4.0,,15.0,10.0,2.0,11.0,0.0,4.0,1.0,0.0,1740.0,,38.0,0
26.0,3.0,,11.0,9.0,2.0,2.0,,,,0.0,0.0,40.0,38.0,0
,3.0,,11.0,9.0,4.0,,3.0,4.0,1.0,0.0,2258.0,42.0,38.0,1
18.0,3.0,130849.0,15.0,,4.0,11.0,3.0,4.0,0.0,0.0,0.0,15.0,38.0,0
37.0,5.0,338320.0,,,4.0,,1.0,4.0,1.0,0.0,0.0,60.0,38.0,0
31.0,3.0,178370.0,11.0,9.0,0.0,7.0,,4.0,,0.0,0.0,99.0,,1
29.0,3.0,145592.0,,9.0,4.0,2.0,,4.0,1.0,0.0,,40.0,12.0,0
32.0,,261056.0,9.0,,4.0,9.0,3.0,2.0,0.0,2174.0,0.0,,-1.0,0
58.0,3.0,312131.0,12.0,14.0,2.0,,0.0,4.0,1.0,0.0,,40.0,,0
22.0,3.0,236907.0,15.0,10.0,4.0,,,4.0,,,0.0,20.0,38.0,0
47.0,,51835.0,14.0,15.0,2.0,,5.0,4.0,,0.0,1902.0,60.0,15.0,1
46.0,3.0,203039.0,9.0,13.0,2.0,,0.0,,1.0,0.0,0.0,48.0,38.0,0
90.0,3.0,90523.0,11.0,9.0,6.0,13.0,4.0,4.0,1.0,0.0,0.0,99.0,38.0,0
28.0,,337664.0,11.0,,,6.0,3.0,,1.0,,0.0,,38.0,0
56.0,3.0,92215.0,,5.0,0.0,,1.0,,,0.0,0.0,40.0,,1
56.0,3.0,56331.0,,9.0,4.0,6.0,1.0,4.0,,0.0,,32.0,38.0,0
,3.0,130408.0,11.0,9.0,,11.0,,,0.0,0.0,0.0,,38.0,0
,3.0,,15.0,10.0,4.0,,,4.0,0.0,1055.0,0.0,,,0
30.0,3.0,391114.0,11.0,9.0,,5.0,0.0,,1.0,0.0,0.0,,38.0,0
39.0,4.0,241153.0,,14.0,2.0,3.0,0.0,,1.0,0.0,0.0,50.0,38.0,0
,,150062.0,11.0,9.0,2.0,11.0,,,1.0,,,,38.0,0
40.0,4.0,,9.0,13.0,2.0,3.0,0.0,4.0,,,0.0,,38.0,1
,3.0,,11.0,9.0,0.0,,,4.0,1.0,0.0,0.0,40.0,38.0,0
20.0,6.0,37482.0,,10.0,,0.0,3.0,4.0,0.0,,,,38.0,0
44.0,6.0,,,13.0,4.0,,1.0,1.0,0.0,0.0,0.0,38.0,38.0,0
49.0,-1.0,481987.0,,,2.0,-1.0,0.0,,1.0,,,60.0,,0
,,81259.0,9.0,13.0,,0.0,1.0,4.0,0.0,,,,38.0,0
23.0,3.0,,,13.0,,,3.0,4.0,1.0,0.0,0.0,25.0,38.0,0
81.0,,147097.0,9.0,13.0,6.0,,1.0,4.0,1.0,0.0,,,38.0,0
,,41624.0,,,2.0,2.0,,4.0,,0.0,0.0,,,0
22.0,,,15.0,10.0,,,,4.0,1.0,0.0,0.0,,38.0,0
39.0,,59313.0,,8.0,3.0,13.0,1.0,2.0,,0.0,,45.0,-1.0,0
41.0,3.0,,11.0,9.0,0.0,0.0,,,0.0,,0.0,,38.0,0
,,311255.0,11.0,9.0,2.0,6.0,0.0,,1.0,0.0,,,13.0,0
18.0,3.0,266681.0,,7.0,4.0,7.0,,4.0,,0.0,,,,0
,,,1.0,7.0,4.0,-1.0,3.0,,,0.0,0.0,,38.0,0
37.0,1.0,365430.0,15.0,10.0,,,,4.0,1.0,,0.0,40.0,1.0,1
27.0,3.0,35032.0,,10.0,,5.0,0.0,4.0,1.0,,0.0,40.0,,1
,3.0,217460.0,11.0,9.0,0.0,2.0,1.0,,1.0,0.0,,45.0,38.0,0
22.0,3.0,,11.0,9.0,4.0,5.0,3.0,2.0,,0.0,0.0,,38.0,0
21.0,,,,6.0,,5.0,1.0,4.0,,0.0,0.0,40.0,38.0,0
38.0,,,11.0,9.0,,,,,,,,,38.0,0
,,50048.0,,16.0,2.0,9.0,0.0,,1.0,,0.0,,38.0,1
52.0,,226084.0,11.0,,6.0,,2.0,4.0,,0.0,0.0,,38.0,0
33.0,,,1.0,7.0,,11.0,,,,,,40.0,38.0,0
27.0,3.0,180553.0,11.0,9.0,5.0,6.0,4.0,4.0,0.0,0.0,0.0,,,0
39.0,4.0,122742.0,7.0,,2.0,,0.0,4.0,1.0,,,55.0,38.0,1
,3.0,133625.0,11.0,9.0,2.0,5.0,0.0,2.0,,,0.0,40.0,38.0,0
29.0,3.0,543477.0,15.0,10.0,4.0,0.0,,,0.0,,0.0,40.0,38.0,0
34.0,,,,9.0,4.0,2.0,1.0,4.0,1.0,,0.0,40.0,38.0,0
19.0,3.0,226913.0,15.0,,4.0,11.0,3.0,,,,0.0,,38.0,0
,3.0,119471.0,8.0,,2.0,7.0,0.0,1.0,1.0,0.0,0.0,56.0,29.0,1
51.0,3.0,,15.0,10.0,2.0,3.0,0.0,4.0,1.0,0.0,0.0,,38.0,1
43.0,,184018.0,,,,9.0,,4.0,1.0,0.0,0.0,50.0,38.0,0
,1.0,119411.0,11.0,9.0,0.0,,4.0,,1.0,0.0,0.0,40.0,31.0,0
52.0,3.0,108435.0,,14.0,2.0,3.0,0.0,4.0,1.0,0.0,1902.0,50.0,11.0,1
43.0,3.0,239161.0,15.0,10.0,,11.0,,0.0,1.0,0.0,0.0,40.0,,0
,3.0,,8.0,11.0,2.0,,,4.0,1.0,0.0,0.0,40.0,23.0,0
,,155343.0,11.0,9.0,2.0,2.0,,4.0,1.0,5013.0,,40.0,38.0,0
31.0,3.0,48588.0,,,2.0,,0.0,,1.0,0.0,0.0,,,0
,3.0,66473.0,,13.0,2.0,,,4.0,1.0,0.0,,40.0,,1
,5.0,250499.0,15.0,10.0,,0.0,5.0,,0.0,0.0,,55.0,38.0,1
25.0,3.0,349190.0,,12.0,4.0,5.0,3.0,,1.0,,,20.0,38.0,0
,1.0,,15.0,10.0,,2.0,,4.0,1.0,0.0,0.0,41.0,,1
,,255575.0,7.0,12.0,4.0,9.0,1.0,4.0,,0.0,0.0,15.0,38.0,0
44.0,3.0,187821.0,9.0,13.0,2.0,,0.0,,1.0,0.0,0.0,,38.0,0
46.0,,173243.0,15.0,,2.0,12.0,0.0,,1.0,5178.0,,40.0,38.0,1
49.0,,83622.0,,12.0,,0.0,1.0,4.0,0.0,2597.0,,40.0,,0
61.0,4.0,,11.0,9.0,,,0.0,,1.0,2829.0,0.0,45.0,38.0,0
,3.0,220754.0,,16.0,4.0,0.0,3.0,4.0,,0.0,0.0,40.0,,0
,3.0,123965.0,9.0,13.0,,,1.0,4.0,0.0,0.0,0.0,40.0,38.0,0
35.0,1.0,331395.0,8.0,,,,,4.0,1.0,0.0,0.0,,38.0,0
46.0,0.0,207022.0,9.0,13.0,,3.0,,4.0,1.0,7688.0,,40.0,,1
26.0,3.0,179772.0,,13.0,4.0,3.0,1.0,4.0,0.0,0.0,0.0,45.0,38.0,0
,3.0,251905.0,9.0,13.0,2.0,9.0,,4.0,1.0,0.0,,50.0,,0
,3.0,,9.0,,,9.0,0.0,4.0,,0.0,0.0,44.0,38.0,1
30.0,3.0,148524.0,11.0,9.0,2.0,,,4.0,,0.0,2057.0,40.0,,0
,,255702.0,11.0,,,7.0,3.0,,0.0,,0.0,27.0,38.0,0
,4.0,412952.0,15.0,10.0,,,0.0,4.0,1.0,0.0,0.0,,38.0,0
25.0,3.0,188767.0,,9.0,,,3.0,4.0,1.0,0.0,,40.0,,0
58.0,3.0,104613.0,,,2.0,,0.0,4.0,1.0,0.0,0.0,50.0,38.0,1
22.0,1.0,238831.0,15.0,10.0,,10.0,,4.0,,0.0,0.0,40.0,38.0,0
59.0,,187502.0,15.0,,2.0,2.0,,4.0,1.0,0.0,,50.0,,1
29.0,3.0,211299.0,8.0,11.0,,11.0,1.0,2.0,1.0,0.0,0.0,,38.0,0
60.0,,232337.0,,4.0,0.0,6.0,1.0,4.0,,,,40.0,38.0,0
,,162003.0,15.0,10.0,0.0,,1.0,4.0,1.0,0.0,0.0,40.0,38.0,0
44.0,1.0,171589.0,8.0,,,,0.0,4.0,1.0,7688.0,0.0,40.0,,1
,3.0,,11.0,9.0,2.0,13.0,,4.0,1.0,0.0,0.0,40.0,,0
,3.0,269652.0,15.0,10.0,,2.0,0.0,4.0,1.0,,0.0,,38.0,1
,,,,,4.0,12.0,,4.0,1.0,0.0,0.0,,38.0,0
71.0,3.0,,,,2.0,7.0,,,,,,,38.0,0
35.0,,194404.0,7.0,12.0,,4.0,1.0,4.0,1.0,,0.0,40.0,38.0,0
25.0,3.0,1484705.0,15.0,10.0,0.0,3.0,4.0,4.0,,0.0,,25.0,38.0,0
,3.0,137367.0,,10.0,4.0,5.0,2.0,,1.0,0.0,0.0,44.0,,0
40.0,3.0,283174.0,,11.0,,4.0,,4.0,1.0,0.0,0.0,60.0,38.0,0
35.0,3.0,,11.0,9.0,,,0.0,4.0,,,0.0,40.0,6.0,0
,,49749.0,15.0,,0.0,,,4.0,0.0,0.0,0.0,40.0,38.0,1
,3.0,89991.0,15.0,10.0,4.0,7.0,3.0,4.0,0.0,0.0,0.0,,38.0,0
21.0,,314165.0,,,4.0,11.0,3.0,,,0.0,0.0,,3.0,0
60.0,3.0,,11.0,9.0,0.0,7.0,,,0.0,0.0,,,38.0,0
26.0,,262617.0,,9.0,2.0,,,4.0,1.0,0.0,,,38.0,0
32.0,,27051.0,,13.0,,0.0,0.0,,,0.0,0.0,,38.0,0
33.0,3.0,195488.0,,9.0,,0.0,5.0,,0.0,,,,,0
58.0,3.0,142924.0,12.0,,4.0,0.0,1.0,4.0,0.0,0.0,0.0,24.0,,1
57.0,5.0,174760.0,,,3.0,4.0,4.0,0.0,1.0,,0.0,40.0,38.0,0
32.0,3.0,30271.0,15.0,10.0,0.0,3.0,4.0,,,0.0,0.0,30.0,38.0,0
27.0,,276776.0,15.0,,2.0,12.0,0.0,4.0,1.0,0.0,0.0,,38.0,1
30.0,3.0,206325.0,,7.0,2.0,2.0,0.0,4.0,,0.0,0.0,45.0,,0
37.0,3.0,117381.0,12.0,14.0,2.0,9.0,,,1.0,,0.0,,,0
,3.0,108505.0,11.0,9.0,,5.0,,4.0,,0.0,0.0,,,0
38.0,6.0,188303.0,15.0,10.0,2.0,10.0,,4.0,,7688.0,,40.0,38.0,1
,3.0,,15.0,,,11.0,1.0,0.0,,0.0,,,,0
,3.0,,5.0,4.0,4.0,,3.0,,,,0.0,35.0,,0
45.0,,213646.0,,13.0,,,0.0,4.0,1.0,,0.0,40.0,38.0,1
55.0,,164857.0,15.0,10.0,,6.0,,,1.0,,0.0,,,0
61.0,3.0,97030.0,15.0,10.0,0.0,7.0,,4.0,,,0.0,30.0,38.0,0
21.0,,174503.0,11.0,9.0,,0.0,,4.0,,0.0,0.0,30.0,,0
34.0,3.0,,15.0,10.0,0.0,,1.0,4.0,1.0,,0.0,60.0,,0
53.0,4.0,134793.0,15.0,10.0,,3.0,0.0,4.0,1.0,15024.0,0.0,50.0,38.0,1
62.0,,202056.0,9.0,13.0,0.0,9.0,1.0,,,14084.0,0.0,40.0,38.0,1
,,130206.0,11.0,,0.0,7.0,1.0,4.0,0.0,0.0,0.0,,38.0,0
53.0,,137428.0,5.0,4.0,2.0,,0.0,4.0,,,0.0,60.0,38.0,1
69.0,3.0,114801.0,,,2.0,,0.0,4.0,,0.0,0.0,20.0,38.0,0
,-1.0,,,7.0,4.0,-1.0,2.0,4.0,1.0,,0.0,7.0,,0
45.0,6.0,,9.0,13.0,0.0,10.0,,4.0,0.0,0.0,0.0,40.0,,0
41.0,6.0,47170.0,9.0,13.0,2.0,,,0.0,,0.0,0.0,48.0,38.0,1
62.0,,201928.0,,,6.0,2.0,4.0,,0.0,0.0,0.0,,38.0,0
44.0,,231793.0,10.0,16.0,3.0,9.0,4.0,,0.0,0.0,0.0,38.0,38.0,0
51.0,3.0,,15.0,10.0,2.0,13.0,,4.0,1.0,,,,38.0,0
29.0,3.0,,3.0,,,7.0,,4.0,1.0,0.0,0.0,20.0,7.0,0
30.0,,,15.0,10.0,,,,4.0,1.0,0.0,0.0,40.0,38.0,0
28.0,3.0,224634.0,9.0,13.0,2.0,,5.0,4.0,0.0,0.0,,45.0,38.0,1
32.0,,302845.0,11.0,9.0,2.0,3.0,5.0,4.0,,0.0,,,38.0,0
,0.0,,15.0,10.0,2.0,3.0,0.0,2.0,1.0,,,40.0,38.0,0
37.0,,36989.0,15.0,,,4.0,,4.0,,0.0,0.0,40.0,38.0,0
51.0,3.0,68882.0,3.0,2.0,6.0,,4.0,4.0,0.0,0.0,0.0,,31.0,0
46.0,,199281.0,,13.0,5.0,9.0,,4.0,1.0,0.0,,40.0,38.0,0
,,376383.0,11.0,9.0,,7.0,,4.0,1.0,0.0,,35.0,25.0,0
17.0,,111332.0,1.0,7.0,,11.0,3.0,,0.0,0.0,,20.0,38.0,0
,3.0,,4.0,,,,1.0,4.0,1.0,0.0,0.0,40.0,-1.0,0
29.0,,219906.0,,13.0,2.0,9.0,5.0,4.0,0.0,,0.0,25.0,38.0,1
42.0,3.0,274198.0,4.0,,2.0,6.0,5.0,,,,0.0,,25.0,0
,3.0,228243.0,,10.0,4.0,2.0,,4.0,1.0,0.0,0.0,44.0,,0
38.0,,225707.0,11.0,,,,0.0,,1.0,0.0,,40.0,4.0,1
38.0,,,11.0,,2.0,2.0,0.0,,1.0,0.0,,50.0,38.0,0
28.0,5.0,190836.0,11.0,,2.0,,0.0,,,0.0,,,38.0,1
,,423222.0,9.0,13.0,2.0,3.0,,4.0,,7688.0,,,,1
,3.0,142712.0,11.0,9.0,4.0,5.0,,4.0,1.0,,0.0,,38.0,0
,3.0,,11.0,,0.0,7.0,1.0,4.0,1.0,0.0,,,11.0,0
34.0,,62124.0,11.0,,5.0,,,,1.0,0.0,0.0,40.0,38.0,0
45.0,-1.0,215943.0,11.0,,2.0,-1.0,0.0,,1.0,0.0,0.0,40.0,38.0,0
35.0,-1.0,,15.0,10.0,2.0,-1.0,,4.0,,,,40.0,,0
19.0,3.0,41745.0,,10.0,,3.0,3.0,4.0,0.0,0.0,,40.0,,0
,3.0,193260.0,15.0,,,,,1.0,,0.0,0.0,25.0,25.0,0
27.0,,92431.0,,,4.0,10.0,,,1.0,0.0,2231.0,40.0,38.0,1
47.0,6.0,205712.0,,,2.0,7.0,,4.0,1.0,,,,,0
44.0,3.0,190739.0,11.0,9.0,4.0,7.0,2.0,,,0.0,0.0,32.0,38.0,0
,3.0,124751.0,15.0,10.0,4.0,8.0,3.0,4.0,,,,,38.0,0
,3.0,126129.0,15.0,10.0,4.0,0.0,,4.0,,0.0,0.0,40.0,38.0,0
64.0,3.0,,11.0,9.0,,3.0,0.0,,1.0,,0.0,16.0,,0
50.0,,127315.0,9.0,13.0,2.0,,,4.0,1.0,,,,,1
,3.0,,6.0,,,11.0,3.0,2.0,1.0,0.0,0.0,22.0,38.0,0
60.0,,,,9.0,2.0,13.0,0.0,4.0,1.0,0.0,,44.0,38.0,1
24.0,,138504.0,,9.0,5.0,-1.0,,2.0,0.0,,0.0,,38.0,0
,3.0,113838.0,15.0,,2.0,5.0,0.0,4.0,1.0,,,40.0,38.0,0
,3.0,273324.0,,,4.0,7.0,3.0,,1.0,0.0,,16.0,38.0,0
,3.0,159123.0,9.0,,2.0,9.0,0.0,,,0.0,0.0,60.0,38.0,1
29.0,,106179.0,9.0,13.0,,,1.0,,,,,,1.0,0
40.0,3.0,139193.0,11.0,9.0,,6.0,,4.0,,,,48.0,,0
43.0,,,,10.0,0.0,,4.0,,0.0,0.0,0.0,38.0,38.0,0
,0.0,97855.0,12.0,14.0,2.0,,0.0,4.0,,,0.0,50.0,38.0,1
,3.0,233130.0,11.0,9.0,0.0,,1.0,4.0,1.0,,0.0,20.0,38.0,0
25.0,3.0,,11.0,,,7.0,1.0,2.0,1.0,,0.0,40.0,,0
,3.0,344129.0,11.0,9.0,2.0,,0.0,,1.0,0.0,0.0,40.0,38.0,1
50.0,3.0,166565.0,11.0,9.0,2.0,,,,,,0.0,40.0,38.0,0
,,,11.0,9.0,0.0,3.0,1.0,4.0,0.0,,,,38.0,0
,0.0,188081.0,,9.0,,,0.0,4.0,1.0,0.0,0.0,,38.0,1
,,153082.0,11.0,,4.0,11.0,1.0,4.0,1.0,,0.0,30.0,38.0,0
55.0,-1.0,123382.0,11.0,9.0,5.0,-1.0,,2.0,0.0,0.0,,40.0,,0
50.0,,283676.0,15.0,,0.0,2.0,1.0,4.0,1.0,,,,38.0,0
45.0,,140644.0,9.0,,0.0,10.0,1.0,,1.0,0.0,0.0,40.0,38.0,1
23.0,3.0,235894.0,1.0,7.0,,,,4.0,1.0,0.0,0.0,55.0,38.0,0
,,110003.0,12.0,,,9.0,,4.0,,0.0,0.0,,38.0,1
,3.0,,,10.0,4.0,11.0,3.0,,0.0,0.0,0.0,20.0,38.0,0
22.0,3.0,189203.0,9.0,,4.0,,1.0,4.0,,0.0,0.0,,,0
,4.0,108435.0,9.0,13.0,2.0,11.0,0.0,,1.0,0.0,0.0,,,1
,3.0,251854.0,15.0,,4.0,,1.0,2.0,0.0,0.0,0.0,,22.0,0
30.0,,235271.0,,13.0,2.0,9.0,0.0,,,0.0,0.0,,38.0,1
26.0,,,,9.0,5.0,12.0,3.0,4.0,,0.0,0.0,40.0,38.0,0
67.0,0.0,,,9.0,2.0,12.0,0.0,4.0,1.0,,0.0,40.0,38.0,1
22.0,-1.0,,11.0,9.0,,-1.0,3.0,,1.0,0.0,,,38.0,0
25.0,,,,13.0,,,5.0,4.0,0.0,,0.0,38.0,38.0,1
56.0,3.0,159724.0,15.0,10.0,2.0,13.0,,4.0,,,,40.0,38.0,1
63.0,-1.0,126540.0,15.0,,0.0,,,4.0,,0.0,0.0,,,0
21.0,,296158.0,11.0,9.0,,7.0,,4.0,,,0.0,40.0,38.0,0
,-1.0,31008.0,,10.0,,-1.0,3.0,,,0.0,,30.0,38.0,0
49.0,3.0,,,10.0,2.0,3.0,,4.0,1.0,,0.0,,,1
22.0,,396895.0,,,2.0,2.0,0.0,4.0,1.0,,0.0,35.0,25.0,0
32.0,3.0,198068.0,11.0,9.0,2.0,2.0,0.0,,1.0,0.0,,40.0,38.0,0
31.0,3.0,114691.0,11.0,9.0,2.0,6.0,0.0,4.0,1.0,0.0,0.0,40.0,38.0,1
,,171133.0,8.0,11.0,4.0,0.0,3.0,4.0,0.0,0.0,,40.0,,0
,3.0,88642.0,15.0,10.0,,11.0,3.0,4.0,1.0,,,15.0,,0
25.0,3.0,241825.0,15.0,10.0,,3.0,3.0,,,0.0,,46.0,38.0,0
,1.0,386949.0,11.0,9.0,,,4.0,4.0,,,,25.0,38.0,0
,3.0,116541.0,12.0,14.0,4.0,9.0,,,1.0,0.0,0.0,44.0,38.0,1
61.0,5.0,36671.0,11.0,9.0,2.0,4.0,,,1.0,0.0,2352.0,50.0,38.0,0
